シリアル,品番,Year,Week_Number,在庫数（箱）,入庫数（箱）,出庫数（箱）,基準在庫日数,基準在庫枚数,箱種類,A,B,C,収容数,納入便,社内LT（検収～回収LT）,日量数（箱数）,仕入先名,かんばん数,実績LT/設計値LT,順立装置在庫量/設計値MIN,不等ピッチ,順立装置在庫量/設計値MAX,AVAILABLE_RATE,KAKO_CNT,先週からの順立装置在庫量の増加率,先週からの社内LTの増加率,先週からかんばん増加数,使用工程
419,9050827A011    ,2023,38,2.758333333,0.058333333,0.075,0.78,1,ＴＰ３３１フタナシ,1,8,11.12,200,4.777777778,2.745,1.699375,（株）東郷製作所,9,3.519230769,10.71383343,0.08,0.250501971,94.16,430.5,0.040880503,-0.134069401,-0.1,4.TA・カバー・メイン
562,9050827A011    ,2023,39,2.9,0.075,0.075,0.78,1,ＴＰ３３１フタナシ,1,8,11.12,200,3,1.39,1.585833333,（株）東郷製作所,6,1.782051282,12.07057122,0.08,0.234854096,98.06,454.5,0.051359517,-0.493624772,-0.333333333,4.TA・カバー・メイン
116,9052409A003    ,2023,36,1.641666667,0.025,0.033333333,0.78,1,ＴＰ３３１フタナシ,1,8,11.12,500,4.666666667,5.85,0.769333333,（株）東郷製作所,3,7.5,14.08503069,0.08,0.115450454,95.285,469.4,0,0,0,4.TA・カバー・メイン
268,9052409A003    ,2023,37,1.283333333,0.025,0.025,0.78,1,ＴＰ３３１フタナシ,1,8,11.12,500,4.75,4.546666667,0.779333333,（株）東郷製作所,4,5.829059829,10.86935041,0.08,0.116605886,90.551,445.7,-0.218274112,-0.222792023,0.333333333,4.TA・カバー・メイン
420,9052409A003    ,2023,38,1.466666667,0.025,0.033333333,0.78,1,ＴＰ３３１フタナシ,1,8,11.12,500,5.5,5.2475,0.794,（株）東郷製作所,4,6.727564103,12.19265503,0.08,0.118935586,94.16,430.5,0.142857143,0.154142229,0,4.TA・カバー・メイン
563,9052409A003    ,2023,39,1.3,0.025,0.033333333,0.78,1,ＴＰ３３１フタナシ,1,8,11.12,500,8,3.43,0.708,（株）東郷製作所,1,4.397435897,12.11985605,0.08,0.106176568,98.06,454.5,-0.113636364,-0.346355407,-0.75,4.TA・カバー・メイン
117,9056439A005    ,2023,36,10.4,0.15,0.158333333,0.93,3,TP131ﾌﾀﾅｼ,1,1,0.73,100,1,4.777777778,3.041111111,（株）ムロコーポレーション,22,5.13739546,19.76764569,0,0.452945647,95.285,469.4,0,0,0,
269,9056439A005    ,2023,37,12.63333333,0.108333333,0.116666667,0.93,3,TP131ﾌﾀﾅｼ,1,1,0.73,100,1,8.35,3.06,（株）ムロコーポレーション,16,8.978494624,23.86439483,0,0.466563841,90.551,445.7,0.21474359,0.747674419,-0.272727273,
421,9056439A005    ,2023,38,13.13333333,0.083333333,0.116666667,0.93,3,TP131ﾌﾀﾅｼ,1,1,0.73,100,1,5.274,2.464,（株）ムロコーポレーション,14,5.670967742,30.80974902,0,0.393249495,94.16,430.5,0.039577836,-0.368383234,-0.125,
564,9056439A005    ,2023,39,11.58333333,0.125,0.141666667,0.93,3,TP131ﾌﾀﾅｼ,1,1,0.73,100,1,2.072,3.116,（株）ムロコーポレーション,5,2.227956989,21.48770347,0,0.46783383,98.06,454.5,-0.118020305,-0.607129314,-0.642857143,
118,9056439A006    ,2023,36,6.091666667,0.016666667,0.025,0.93,3,TP131ﾌﾀﾅｼ,1,1,0.73,100,1,6.595,1.19,（株）ムロコーポレーション,2,7.091397849,29.58987063,0,0.197528891,95.285,469.4,0,0,0,
270,9056439A006    ,2023,37,3.633333333,0.058333333,0.083333333,0.93,3,TP131ﾌﾀﾅｼ,1,1,0.73,100,1,1.835,0.525,（株）ムロコーポレーション,12,1.97311828,40.00367006,0,0.089590445,90.551,445.7,-0.403556772,-0.721758908,5,
422,9056439A006    ,2023,38,4.316666667,0.075,0.058333333,0.93,3,TP131ﾌﾀﾅｼ,1,1,0.73,100,1,5.47375,1.09875,（株）ムロコーポレーション,8,5.885752688,22.70928823,0,0.180893897,94.16,430.5,0.188073394,1.982970027,-0.333333333,
119,9056450A002    ,2023,36,5.825,0.108333333,0.133333333,0.93,3,TP131ﾌﾀﾅｼ,1,1,0.73,100,1,2.812307692,0.755384615,（株）ムロコーポレーション,17,3.023986766,44.57400845,0,0.128396834,95.285,469.4,0,0,0,
271,9056450A002    ,2023,37,6.383333333,0.116666667,0.116666667,0.93,3,TP131ﾌﾀﾅｼ,1,1,0.73,100,1,3.924285714,0.718571429,（株）ムロコーポレーション,17,4.219662058,51.34893912,0,0.122512706,90.551,445.7,0.095851216,0.395396999,0,
423,9056450A002    ,2023,38,6.858333333,0.091666667,0.116666667,0.93,3,TP131ﾌﾀﾅｼ,1,1,0.73,100,1,3.638181818,0.769090909,（株）ムロコーポレーション,13,3.91202346,51.54598086,0,0.131000408,94.16,430.5,0.074412533,-0.07290598,-0.235294118,
565,9056450A002    ,2023,39,6.325,0.116666667,0.108333333,0.93,3,TP131ﾌﾀﾅｼ,1,1,0.73,100,1,2.52625,0.6575,（株）ムロコーポレーション,8,2.716397849,55.60561771,0,0.11235258,98.06,454.5,-0.077764277,-0.305628436,-0.384615385,
120,9056450A003    ,2023,36,10.44166667,0.016666667,0.008333333,0.93,3,TP131ﾌﾀﾅｼ,1,1,0.73,100,1,17.3,2.26,（株）ムロコーポレーション,1,18.60215054,26.70639589,0,0.359074401,95.285,469.4,0,0,0,
272,9056450A003    ,2023,37,7.35,0.008333333,0.016666667,0.93,3,TP131ﾌﾀﾅｼ,1,1,0.73,100,1,14.05,2.64,（株）ムロコーポレーション,1,15.10752688,16.09301104,0,0.389610162,90.551,445.7,-0.296089385,-0.187861272,0,
273,9056451A083    ,2023,37,10.64166667,0.025,0.025,0.93,3,TP131ﾌﾀﾅｼ,1,1,0.73,100,1,14.87,0.91,（株）ムロコーポレーション,1,15.98924731,67.59618031,0,0.155235679,90.551,445.7,0,0,0,
121,9056451A084    ,2023,36,8.091666667,0.041666667,0.041666667,0.93,3,TP131ﾌﾀﾅｼ,1,1,0.73,100,1,10.13,0.89,（株）ムロコーポレーション,3,10.89247312,52.55352774,0,0.151279959,95.285,469.4,0,0,0,
274,9056451A084    ,2023,37,10.75,0.041666667,0.041666667,0.93,3,TP131ﾌﾀﾅｼ,1,1,0.73,100,1,4.48,0.85,（株）ムロコーポレーション,2,4.817204301,73.10438626,0,0.145276383,90.551,445.7,0.328527291,-0.55774926,-0.333333333,
424,9056451A084    ,2023,38,11.79166667,0.025,0.033333333,0.93,3,TP131ﾌﾀﾅｼ,1,1,0.73,100,1,7.61,0.95,（株）ムロコーポレーション,1,8.182795699,71.74728729,0,0.16209638,94.16,430.5,0.096899225,0.698660714,-0.5,
122,9056451A085    ,2023,36,8.875,0.033333333,0.033333333,0.93,3,TP131ﾌﾀﾅｼ,1,1,0.73,100,1,17.7475,0.71,（株）ムロコーポレーション,5,19.08333333,72.25433526,0,0.121575617,95.285,469.4,0,0,0,
275,9056451A085    ,2023,37,10.48333333,0.033333333,0.041666667,0.93,3,TP131ﾌﾀﾅｼ,1,1,0.73,100,1,14.51,0.79,（株）ムロコーポレーション,3,15.60215054,76.70544621,0,0.135207849,90.551,445.7,0.181220657,-0.182420059,-0.4,
123,9056451A086    ,2023,36,9.616666667,0.016666667,0.008333333,0.93,3,TP131ﾌﾀﾅｼ,1,1,0.73,100,1,20.755,0.53,（株）ムロコーポレーション,2,22.3172043,104.8823936,0,0.091206066,95.285,469.4,0,0,0,
276,9056451A086    ,2023,37,8.091666667,0.016666667,0.033333333,0.93,3,TP131ﾌﾀﾅｼ,1,1,0.73,100,1,14.4,0.45,（株）ムロコーポレーション,1,15.48387097,103.9391993,0,0.077497701,90.551,445.7,-0.158578856,-0.306191279,-0.5,
124,9056451A087    ,2023,36,5.208333333,0.008333333,0.008333333,0.93,3,TP131ﾌﾀﾅｼ,1,1,0.73,100,1,18.18,0.16,（株）ムロコーポレーション,1,19.5483871,188.1623314,0,0.027655308,95.285,469.4,0,0,0,
425,9056451A087    ,2023,38,5.775,0.016666667,0.008333333,0.93,3,TP131ﾌﾀﾅｼ,1,1,0.73,100,1,6.94,0.16,（株）ムロコーポレーション,1,7.462365591,208.6343931,0,0.027657729,94.16,430.5,0.1088,-0.618261826,0,
566,9056451A087    ,2023,39,4.216666667,0.041666667,0.041666667,0.93,3,TP131ﾌﾀﾅｼ,1,1,0.73,100,1,2.93,0.14,（株）ムロコーポレーション,1,3.150537634,174.0985412,0,0.024199567,98.06,454.5,-0.26984127,-0.577809798,0,
277,9056455A042    ,2023,37,11.09166667,0.016666667,0.008333333,0.93,3,TP131ﾌﾀﾅｼ,1,1,0.73,100,1,11.4,0.53,（株）ムロコーポレーション,2,12.25806452,120.9692078,0,0.091270126,90.551,445.7,0,0,0,
426,9056455A042    ,2023,38,11.25,0.016666667,0.008333333,0.93,3,TP131ﾌﾀﾅｼ,1,1,0.73,100,1,5.62,0.54,（株）ムロコーポレーション,1,6.043010753,120.4238921,0,0.092982206,94.16,430.5,0.014274981,-0.507017544,-0.5,
125,9056455A043    ,2023,36,9,0.025,0.025,0.93,3,TP131ﾌﾀﾅｼ,1,1,0.73,100,1,20.92,0.55,（株）ムロコーポレーション,2,22.49462366,94.58749343,0,0.094572591,95.285,469.4,0,0,0,
278,9056455A043    ,2023,37,11.09166667,0.025,0.025,0.93,3,TP131ﾌﾀﾅｼ,1,1,0.73,100,1,,,（株）ムロコーポレーション,1,,,0,,90.551,445.7,0.232407407,0,-0.5,
126,9056455A044    ,2023,36,5.891666667,0.025,0.033333333,0.93,3,TP131ﾌﾀﾅｼ,1,1,0.73,100,1,16.35666667,0.466666667,（株）ムロコーポレーション,4,17.58781362,72.97687861,0,0.080194868,95.285,469.4,0,0,0,
279,9056455A044    ,2023,37,7.783333333,0.033333333,0.025,0.93,3,TP131ﾌﾀﾅｼ,1,1,0.73,100,1,7.91,0.43,（株）ムロコーポレーション,3,8.505376344,104.6287583,0,0.074070367,90.551,445.7,0.321074965,-0.516405136,-0.25,
280,9056455A045    ,2023,37,5.7,0.025,0.033333333,0.93,3,TP131ﾌﾀﾅｼ,1,1,0.73,100,1,6.34,0.48,（株）ムロコーポレーション,2,6.817204301,68.6416185,0,0.082434724,90.551,445.7,0,0,0,
427,9056455A045    ,2023,38,6.966666667,0.016666667,0.033333333,0.93,3,TP131ﾌﾀﾅｼ,1,1,0.73,100,1,3.625,0.49,（株）ムロコーポレーション,3,3.897849462,82.18316228,0,0.084242607,94.16,430.5,0.222222222,-0.428233438,0.5,
567,9056455A045    ,2023,39,6.866666667,0.033333333,0.033333333,0.93,3,TP131ﾌﾀﾅｼ,1,1,0.73,100,1,3.51,0.45,（株）ムロコーポレーション,1,3.774193548,88.20381075,0,0.077435187,98.06,454.5,-0.014354067,-0.031724138,-0.666666667,
281,9056455A046    ,2023,37,3.9,0.016666667,0.025,0.93,3,TP131ﾌﾀﾅｼ,1,1,0.73,100,1,,,（株）ムロコーポレーション,1,,,0,,90.551,445.7,0,0,0,
127,9056457A134    ,2023,36,7.475,0.008333333,0.008333333,0.93,3,TP131ﾌﾀﾅｼ,1,1,0.73,100,1,16.57,1.14,（株）ムロコーポレーション,1,17.8172043,37.90183551,0,0.191182164,95.285,469.4,0,0,0,
282,9056457A134    ,2023,37,7.483333333,0.008333333,0.016666667,0.93,3,TP131ﾌﾀﾅｼ,1,1,0.73,100,1,,,（株）ムロコーポレーション,1,,,0,,90.551,445.7,0.001114827,0,0,
128,9056457A135    ,2023,36,10.84166667,0.025,0.025,0.93,3,TP131ﾌﾀﾅｼ,1,1,0.73,100,1,18.16666667,1.71,（株）ムロコーポレーション,4,19.53405018,36.64830026,0,0.282013396,95.285,469.4,0,0,0,
283,9056457A135    ,2023,37,10.3,0.025,0.033333333,0.93,3,TP131ﾌﾀﾅｼ,1,1,0.73,100,1,,,（株）ムロコーポレーション,1,,,0,,90.551,445.7,-0.049961568,0,-0.75,
428,9056457A135    ,2023,38,10.51666667,0.033333333,0.041666667,0.93,3,TP131ﾌﾀﾅｼ,1,1,0.73,100,1,6.37,1.84,（株）ムロコーポレーション,2,6.849462366,33.03803301,0,0.300733679,94.16,430.5,0.021035599,-0.649357798,1,
129,9056457A136    ,2023,36,4.866666667,0.041666667,0.05,0.93,3,TP131ﾌﾀﾅｼ,1,1,0.73,100,1,6.034,0.964,（株）ムロコーポレーション,7,6.488172043,29.18155726,0,0.161181221,95.285,469.4,0,0,0,
284,9056457A136    ,2023,37,5.125,0.041666667,0.05,0.93,3,TP131ﾌﾀﾅｼ,1,1,0.73,100,1,7.22,0.9,（株）ムロコーポレーション,7,7.76344086,32.91586384,0,0.151354674,90.551,445.7,0.053082192,0.196552867,0,
429,9056457A136    ,2023,38,5.158333333,0.041666667,0.05,0.93,3,TP131ﾌﾀﾅｼ,1,1,0.73,100,1,6.348,0.96,（株）ムロコーポレーション,6,6.825806452,31.05932884,0,0.160859464,94.16,430.5,0.006504065,-0.120775623,-0.142857143,
568,9056457A136    ,2023,39,4.7,0.05,0.058333333,0.93,3,TP131ﾌﾀﾅｼ,1,1,0.73,100,1,2.18,0.88,（株）ムロコーポレーション,1,2.344086022,30.87230688,0,0.147815909,98.06,454.5,-0.088852989,-0.656584751,-0.833333333,
130,9056457A137    ,2023,36,1.791666667,0.041666667,0.058333333,0.93,3,TP131ﾌﾀﾅｼ,1,1,0.73,100,1,2.734,0.492,（株）ムロコーポレーション,7,2.939784946,21.04970472,0,0.083077128,95.285,469.4,0,0,0,
285,9056457A137    ,2023,37,2.308333333,0.05,0.058333333,0.93,3,TP131ﾌﾀﾅｼ,1,1,0.73,100,1,2.976666667,0.313333333,（株）ムロコーポレーション,7,3.200716846,42.58393802,0,0.053791081,90.551,445.7,0.288372093,0.088758839,0,
430,9056457A137    ,2023,38,2.6,0.033333333,0.025,0.93,3,TP131ﾌﾀﾅｼ,1,1,0.73,100,1,5.09,0.37,（株）ムロコーポレーション,4,5.47311828,40.61865334,0,0.063403572,94.16,430.5,0.126353791,0.709966405,-0.428571429,
569,9056457A137    ,2023,39,2.15,0.041666667,0.041666667,0.93,3,TP131ﾌﾀﾅｼ,1,1,0.73,100,1,2.86,0.316666667,（株）ムロコーポレーション,3,3.075268817,39.24551263,0,0.054323091,98.06,454.5,-0.173076923,-0.438113949,-0.25,
131,9056457A138    ,2023,36,1.448275862,0.025862069,0.025862069,0.93,3,TP131ﾌﾀﾅｼ,1,1,0.73,100,1,4.36,0.126666667,（株）ムロコーポレーション,4,4.688172043,66.0910798,0,0.021869324,95.285,469.4,0,0,0,
286,9056457A138    ,2023,37,1.866666667,0.033333333,0.033333333,0.93,3,TP131ﾌﾀﾅｼ,1,1,0.73,100,1,7.085,0.065,（株）ムロコーポレーション,5,7.61827957,165.9997036,0,0.011240379,90.551,445.7,0.288888889,0.625,0.25,
431,9056457A138    ,2023,38,2.633333333,0.008333333,0.008333333,0.93,3,TP131ﾌﾀﾅｼ,1,1,0.73,100,1,6.6,0.13,（株）ムロコーポレーション,1,7.096774194,117.0890766,0,0.022463812,94.16,430.5,0.410714286,-0.068454481,-0.8,
132,9056463A032    ,2023,36,5.008333333,0.025,0.025,0.93,3,TP131ﾌﾀﾅｼ,1,1,0.73,100,1,13.58666667,0.36,（株）ムロコーポレーション,3,14.609319,80.41639906,0,0.06198862,95.285,469.4,0,0,0,
287,9056463A032    ,2023,37,6.291666667,0.016666667,0.008333333,0.93,3,TP131ﾌﾀﾅｼ,1,1,0.73,100,1,,,（株）ムロコーポレーション,1,,,0,,90.551,445.7,0.256239601,0,-0.666666667,
133,9056463A033    ,2023,36,2.216666667,0.041666667,0.041666667,0.93,3,TP131ﾌﾀﾅｼ,1,1,0.73,100,1,5.62,0.106,（株）ムロコーポレーション,6,6.043010753,120.8783219,0,0.018321131,95.285,469.4,0,0,0,
288,9056463A033    ,2023,37,3.125,0.025,0.025,0.93,3,TP131ﾌﾀﾅｼ,1,1,0.73,100,1,3.56,0.13,（株）ムロコーポレーション,3,3.827956989,138.9506447,0,0.022467928,90.551,445.7,0.409774436,-0.366548043,-0.5,
432,9056463A033    ,2023,38,3.4,0.025,0.025,0.93,3,TP131ﾌﾀﾅｼ,1,1,0.73,100,1,5.155,0.125,（株）ムロコーポレーション,2,5.543010753,157.2254335,0,0.021606963,94.16,430.5,0.088,0.448033708,-0.333333333,
570,9056463A033    ,2023,39,2.658333333,0.05,0.05,0.93,3,TP131ﾌﾀﾅｼ,1,1,0.73,100,1,2.165,0.125,（株）ムロコーポレーション,2,2.327956989,122.9287091,0,0.021601936,98.06,454.5,-0.218137255,-0.580019399,0,
134,9056463A034    ,2023,36,1.908333333,0.041666667,0.05,0.93,3,TP131ﾌﾀﾅｼ,1,1,0.73,100,1,3.318,0.046,（株）ムロコーポレーション,6,3.567741935,239.8006199,0,0.007956397,95.285,469.4,0,0,0,
289,9056463A034    ,2023,37,2.408333333,0.041666667,0.041666667,0.93,3,TP131ﾌﾀﾅｼ,1,1,0.73,100,1,4.44,0.05,（株）ムロコーポレーション,6,4.774193548,278.4200385,0,0.008648369,90.551,445.7,0.262008734,0.338155515,0,
433,9056463A034    ,2023,38,2.25,0.033333333,0.041666667,0.93,3,TP131ﾌﾀﾅｼ,1,1,0.73,100,1,4.095,0.0425,（株）ムロコーポレーション,5,4.403225806,306.0183611,0,0.007351428,94.16,430.5,-0.065743945,-0.077702703,-0.166666667,
571,9056463A034    ,2023,39,1.816666667,0.041666667,0.05,0.93,3,TP131ﾌﾀﾅｼ,1,1,0.73,100,1,2.185,0.0425,（株）ムロコーポレーション,4,2.349462366,247.0814916,0,0.007351172,98.06,454.5,-0.192592593,-0.466422466,-0.2,
135,9056463A035    ,2023,36,1.408333333,0.033333333,0.033333333,0.93,3,TP131ﾌﾀﾅｼ,1,1,0.73,100,1,4.0275,0,（株）ムロコーポレーション,5,4.330645161,inf,0,0,95.285,469.4,0,0,0,
290,9056463A035    ,2023,37,1.410526316,0.042105263,0.031578947,0.93,3,TP131ﾌﾀﾅｼ,1,1,0.73,100,1,2.775,0,（株）ムロコーポレーション,5,2.983870968,inf,0,0,90.551,445.7,0.001557147,-0.310986965,0,
434,9056463A035    ,2023,38,1.519607843,0.049019608,0.039215686,0.93,3,TP131ﾌﾀﾅｼ,1,1,0.73,100,1,2.828,0,（株）ムロコーポレーション,6,3.040860215,inf,0,0,94.16,430.5,0.077333919,0.019099099,0.2,
572,9056463A035    ,2023,39,1.541284404,0.04587156,0.036697248,0.93,3,TP131ﾌﾀﾅｼ,1,1,0.73,100,1,1.84,0,（株）ムロコーポレーション,3,1.978494624,inf,0,0,98.06,454.5,0.014264575,-0.349363508,-0.5,
136,9056463A036    ,2023,36,1.054054054,0.027027027,0.013513514,0.93,3,TP131ﾌﾀﾅｼ,1,1,0.73,100,1,4.78,0,（株）ムロコーポレーション,2,5.139784946,inf,0,0,95.285,469.4,0,0,0,
291,9056463A036    ,2023,37,1,0.056603774,0,0.93,3,TP131ﾌﾀﾅｼ,1,1,0.73,100,1,1.25,0,（株）ムロコーポレーション,4,1.344086022,inf,0,0,90.551,445.7,-0.051282051,-0.738493724,1,
435,9056463A036    ,2023,38,1.1,0.125,0.025,0.93,3,TP131ﾌﾀﾅｼ,1,1,0.73,100,1,3.244,0,（株）ムロコーポレーション,5,3.488172043,inf,0,0,94.16,430.5,0.1,1.5952,0.25,
573,9056463A036    ,2023,39,1.210526316,0.026315789,0.01754386,0.93,3,TP131ﾌﾀﾅｼ,1,1,0.73,100,1,2.04,0,（株）ムロコーポレーション,1,2.193548387,inf,0,0,98.06,454.5,0.100478469,-0.371146732,-0.8,
137,9056463A037    ,2023,36,1,0.013157895,0,0.93,3,TP131ﾌﾀﾅｼ,1,1,0.73,100,1,12.63,0,（株）ムロコーポレーション,1,13.58064516,inf,0,0,95.285,469.4,0,0,0,
292,9056463A037    ,2023,37,1.333333333,0.016666667,0.016666667,0.93,3,TP131ﾌﾀﾅｼ,1,1,0.73,100,1,7.19,0,（株）ムロコーポレーション,2,7.731182796,inf,0,0,90.551,445.7,0.333333333,-0.430720507,1,
436,9056463A037    ,2023,38,1.283333333,0.016666667,0.016666667,0.93,3,TP131ﾌﾀﾅｼ,1,1,0.73,100,1,9.86,0,（株）ムロコーポレーション,1,10.60215054,inf,0,0,94.16,430.5,-0.0375,0.371349096,-0.5,
138,9094906A012    ,2023,36,7.233333333,0.233333333,0.241666667,0.59,3,AW131ﾌﾀﾅｼ,1,2,2.34,500,1.4,2.298,6.121333333,中庸スプリング（株）,30,3.894915254,7.075807001,0.1,0.692679473,95.285,469.4,0,0,0,4.TA・カバー・メイン
293,9094906A012    ,2023,37,6.3,0.266666667,0.241666667,0.59,3,AW131ﾌﾀﾅｼ,1,2,2.34,500,1.393939394,1.935454545,5.545818182,中庸スプリング（株）,33,3.280431433,6.802341812,0.1,0.639428903,90.551,445.7,-0.129032258,-0.157765646,0.1,4.TA・カバー・メイン
437,9094906A012    ,2023,38,6.75,0.225,0.225,0.59,3,AW131ﾌﾀﾅｼ,1,2,2.34,500,1.5,2.535333333,5.613933333,中庸スプリング（株）,30,4.297175141,7.19979367,0.1,0.65613883,94.16,430.5,0.071428571,0.30994207,-0.090909091,4.TA・カバー・メイン
574,9094906A012    ,2023,39,6.066666667,0.25,0.233333333,0.59,3,AW131ﾌﾀﾅｼ,1,2,2.34,500,1.333333333,1.31,5.18552381,中庸スプリング（株）,21,2.220338983,7.00553052,0.1,0.615432355,98.06,454.5,-0.101234568,-0.483302656,-0.3,4.TA・カバー・メイン
139,G1144ECB010    ,2023,36,47.64166667,2.058333333,2.566666667,0.63,2,ＴＰ３３１フタナシ,1,1,2.28,6,1,1.689685535,61.70754717,住友電気工業（株）,318,2.682040531,2.353828509,0,0.709515569,95.285,469.4,0,0,0,2.MGケース
294,G1144ECB010    ,2023,37,33.94166667,2.183333333,2.483333333,0.63,2,ＴＰ３３１フタナシ,1,1,2.28,6,1,1.642925373,58.99104478,住友電気工業（株）,335,2.607818053,1.754176273,0,0.532879935,90.551,445.7,-0.287563407,-0.027673884,0.053459119,2.MGケース
438,G1144ECB010    ,2023,38,44.63333333,1.941666667,2.408333333,0.63,2,ＴＰ３３１フタナシ,1,1,2.28,6,1,1.624572368,58.77357456,住友電気工業（株）,304,2.578686299,2.315279218,0,0.697095946,94.16,430.5,0.315001228,-0.01117093,-0.092537313,2.MGケース
575,G1144ECB010    ,2023,39,38.11666667,2.325,2.541666667,0.63,2,ＴＰ３３１フタナシ,1,1,2.28,6,1,1.226476868,58.90747331,住友電気工業（株）,281,1.94678868,1.972743746,0,0.597200374,98.06,454.5,-0.146004481,-0.245046332,-0.075657895,2.MGケース
140,G1144ECE010    ,2023,36,75.75833333,2.558333333,2.491666667,0.58,2,ＴＰ３３１フタアリ,1,1,1.79,8,1,1.97414791,59.35369775,矢崎総業（株）,311,3.403703293,4.574866524,0,1.132475053,95.285,469.4,0,0,0,2.MGケース
295,G1144ECE010    ,2023,37,65.63333333,2.716666667,2.375,0.58,2,ＴＰ３３１フタアリ,1,1,1.79,8,1,1.914631902,57.20283742,矢崎総業（株）,326,3.301089486,4.112469467,0,1.02271717,90.551,445.7,-0.133648664,-0.030147695,0.048231511,2.MGケース
439,G1144ECE010    ,2023,38,69.33333333,2.466666667,2.333333333,0.58,2,ＴＰ３３１フタアリ,1,1,1.79,8,1,1.968657718,56.7692953,矢崎総業（株）,298,3.394237445,4.377482048,0,1.083583199,94.16,430.5,0.056373794,0.028217338,-0.085889571,2.MGケース
576,G1144ECE010    ,2023,39,59.34166667,2.133333333,2.416666667,0.58,2,ＴＰ３３１フタアリ,1,1,1.79,8,1,1.363897638,55.51673228,矢崎総業（株）,254,2.351547651,3.831171919,0,0.955217215,98.06,454.5,-0.144110577,-0.307194123,-0.147651007,2.MGケース
141,G1163ECB010    ,2023,36,2.070707071,0.404040404,0.343434343,0.54,1,ＴＰ３３１フタナシ,1,6,5.76,80,3.42,0.880851064,8.709574468,（株）青山製作所,50,1.631205674,2.110212951,0.08,0.518028066,95.285,469.4,0,0,0,2.MGケース
296,G1163ECB010    ,2023,37,2.611111111,0.342592593,0.314814815,0.54,1,ＴＰ３３１フタナシ,1,6,5.76,80,3.454545455,0.994634146,7.930792683,（株）青山製作所,44,1.841915086,2.9222227,0.08,0.56267142,90.551,445.7,0.26097561,0.129174031,-0.12,2.MGケース
440,G1163ECB010    ,2023,38,2.605504587,0.357798165,0.311926606,0.54,1,ＴＰ３３１フタナシ,1,6,5.76,80,3.282608696,1.077906977,8.094767442,（株）青山製作所,46,1.996124031,2.856880142,0.08,0.565093881,94.16,430.5,-0.002147179,0.083722071,0.045454545,2.MGケース
577,G1163ECB010    ,2023,39,5.5,0.341666667,0.35,0.54,1,ＴＰ３３１フタナシ,1,6,5.76,80,3.368421053,0.972894737,8.200657895,（株）青山製作所,38,1.80165692,5.952762409,0.08,0.711553016,98.06,454.5,1.110915493,-0.097422358,-0.173913043,2.MGケース
142,G1163ECE010    ,2023,36,8.833333333,0.75,0.766666667,0.53,1,ＴＰ３３１フタナシ,1,6,5.76,100,3.475728155,1.065151515,18.56666667,（株）青山製作所,103,2.00971984,4.222748664,0.08,1.071287976,95.285,469.4,0,0,0,2.MGケース
297,G1163ECE010    ,2023,37,10.5,0.75,0.75,0.53,1,ＴＰ３３１フタナシ,1,6,5.76,100,3.443396226,1.3740625,17.9121875,（株）青山製作所,106,2.592570755,5.202896981,0.08,1.15589489,90.551,445.7,0.188679245,0.290016003,0.029126214,2.MGケース
441,G1163ECE010    ,2023,38,13.85833333,0.708333333,0.725,0.53,1,ＴＰ３３１フタナシ,1,6,5.76,100,3.279569892,1.461428571,17.5921978,（株）青山製作所,93,2.757412399,6.991904023,0.08,1.282757736,94.16,430.5,0.31984127,0.063582313,-0.122641509,2.MGケース
578,G1163ECE010    ,2023,39,13.34166667,0.716666667,0.741666667,0.53,1,ＴＰ３３１フタナシ,1,6,5.76,100,3.3,0.99625,17.229375,（株）青山製作所,80,1.879716981,6.872980579,0.08,1.257934357,98.06,454.5,-0.03728202,-0.318304008,-0.139784946,2.MGケース
143,G117362010     ,2023,36,66.55833333,1.941666667,1.983333333,0.85,1,ＴＰ３３１．５フタナシ,1,1,3.05,18,1,2.486923077,46.73100665,多摩川精機販売（株）,234,2.925791855,3.516756338,0,1.265745032,95.285,469.4,0,0,0,4.TA・カバー・メイン
298,G117362010     ,2023,37,54.38333333,1.766666667,1.908333333,0.85,1,ＴＰ３３１．５フタナシ,1,1,3.05,18,1,2.329461538,45.01944444,多摩川精機販売（株）,260,2.740542986,2.982707518,0,1.082188107,90.551,445.7,-0.182922249,-0.063315806,0.111111111,4.TA・カバー・メイン
442,G117362010     ,2023,38,60.46666667,1.925,1.833333333,0.85,1,ＴＰ３３１．５フタナシ,1,1,3.05,18,1,2.357142857,44.60822511,多摩川精機販売（株）,231,2.773109244,3.346925621,0,1.204861802,94.16,430.5,0.111860251,0.01188314,-0.111538462,4.TA・カバー・メイン
579,G117362010     ,2023,39,60.39166667,2.191666667,1.9,0.85,1,ＴＰ３３１．５フタナシ,1,1,3.05,18,1,1.561489362,43.9787234,多摩川精機販売（株）,188,1.837046308,3.390621983,0,1.218353043,98.06,454.5,-0.001240353,-0.337549968,-0.186147186,4.TA・カバー・メイン
144,G1174ECB010    ,2023,36,10.11666667,0.225,0.3,0.85,1,ＴＰ３６２フタナシ,1,1,2.28,50,1,2.363428571,7.233714286,住友電装（株）,35,2.780504202,4.263853218,0,0.853061022,95.285,469.4,0,0,0,4.TA・カバー・メイン
