シリアル,品番,Year,Week_Number,在庫数（箱）,入庫数（箱）,出庫数（箱）,基準在庫日数,基準在庫枚数,箱種類,A,B,C,収容数,納入便,社内LT（検収～回収LT）,日量数（箱数）,仕入先名,かんばん数,実績LT/設計値LT,順立装置在庫量/設計値MIN,不等ピッチ,順立装置在庫量/設計値MAX,AVAILABLE_RATE,KAKO_CNT,先週からの順立装置在庫量の増加率,先週からの社内LTの増加率,先週からかんばん増加数,使用工程
351,35771ECE010    ,2023,38,54.09166667,3.033333333,3.1,0.79,2,ＴＰ３４１フタナシ,1,6,4.92,6,3.547979798,1.299634465,75.71366406,アイシン機工（株）,396,1.645106917,7.240784846,0.12,2.287617849,94.16,430.5,0.126323096,-0.092671428,-0.09382151,2.MGケース
492,35771ECE010    ,2023,39,55.50833333,3.316666667,3.208333333,0.79,2,ＴＰ３４１フタナシ,1,6,4.92,6,3.362831858,0.984041298,73.53638151,アイシン機工（株）,339,1.245621896,7.650423476,0.12,2.353712962,98.06,454.5,0.026190109,-0.242832254,-0.143939394,2.MGケース
47,35847ECB010    ,2023,36,7.391666667,0.216666667,0.233333333,0.51,1,ＴＰ３３２フタナシ,1,1,1.9,80,1,2.241851852,4.724537037,（株）メタルテック,27,4.395787945,5.394921354,0,0.713778615,95.285,469.4,0,0,0,2.MGケース
198,35847ECB010    ,2023,37,4.983333333,0.233333333,0.233333333,0.51,1,ＴＰ３３２フタナシ,1,1,1.9,80,1,2.294705882,4.273529412,（株）メタルテック,29,4.499423299,4.02101083,0,0.585708322,90.551,445.7,-0.325817362,0.023576059,0.074074074,2.MGケース
352,35847ECB010    ,2023,38,4.75,0.233333333,0.225,0.51,1,ＴＰ３３２フタナシ,1,1,1.9,80,1,2.108275862,4.582327586,（株）メタルテック,29,4.133874239,3.574452074,0,0.566427246,94.16,430.5,-0.046822742,-0.081243536,0,2.MGケース
493,35847ECB010    ,2023,39,5.3,0.25,0.233333333,0.51,1,ＴＰ３３２フタナシ,1,1,1.9,80,1,1.40375,4.558333333,（株）メタルテック,24,2.75245098,4.009329887,0,0.602575392,98.06,454.5,0.115789474,-0.334171573,-0.172413793,2.MGケース
48,35847ECB020    ,2023,36,7.683333333,0.191666667,0.225,0.5,1,ＴＰ３３２フタナシ,1,1,1.9,70,1,2.079130435,5.072049689,（株）メタルテック,23,4.15826087,5.223579124,0,0.728331109,95.285,469.4,0,0,0,4.TA・カバー・メイン
199,35847ECB020    ,2023,37,4.816666667,0.241666667,0.2,0.5,1,ＴＰ３３２フタナシ,1,1,1.9,70,1,2.009411765,4.946218487,（株）メタルテック,29,4.018823529,3.357958296,0,0.56325482,90.551,445.7,-0.373101952,-0.03353261,0.260869565,4.TA・カバー・メイン
353,35847ECB020    ,2023,38,6.375,0.225,0.2,0.5,1,ＴＰ３３２フタナシ,1,1,1.9,70,1,1.849259259,5.01005291,（株）メタルテック,27,3.698518519,4.387729833,0,0.660739162,94.16,430.5,0.323529412,-0.079701188,-0.068965517,4.TA・カバー・メイン
494,35847ECB020    ,2023,39,7.2,0.25,0.216666667,0.5,1,ＴＰ３３２フタナシ,1,1,1.9,70,1,1.24,4.957142857,（株）メタルテック,24,2.48,5.008446785,0,0.704953005,98.06,454.5,0.129411765,-0.329461246,-0.111111111,4.TA・カバー・メイン
49,35847ECE010    ,2023,36,19.38333333,0.491666667,0.5,0.5,1,ＴＰ３３２フタナシ,1,1,1.9,40,1,2.254,12.00708333,（株）メタルテック,60,4.508,5.566637509,0,1.066537544,95.285,469.4,0,0,0,2.MGケース
200,35847ECE010    ,2023,37,15.375,0.541666667,0.466666667,0.5,1,ＴＰ３３２フタナシ,1,1,1.9,40,1,2.417948718,11.26794872,（株）メタルテック,65,4.835897436,4.705136907,0,0.929762389,90.551,445.7,-0.206792777,0.072736787,0.083333333,2.MGケース
354,35847ECE010    ,2023,38,17.99166667,0.508333333,0.466666667,0.5,1,ＴＰ３３２フタナシ,1,1,1.9,40,1,2.339836066,11.28237705,（株）メタルテック,61,4.679672131,5.498861598,0,1.037261219,94.16,430.5,0.170189702,-0.032305339,-0.061538462,2.MGケース
495,35847ECE010    ,2023,39,16.91666667,0.516666667,0.475,0.5,1,ＴＰ３３２フタナシ,1,1,1.9,40,1,1.555625,10.8671875,（株）メタルテック,48,3.11125,5.367840882,0,1.00824149,98.06,454.5,-0.059749884,-0.335156414,-0.213114754,2.MGケース
50,35847ECE020    ,2023,36,14.19166667,0.341666667,0.333333333,0.49,1,ＴＰ３３２フタナシ,1,1,1.9,60,1,2.603658537,7.82804878,（株）メタルテック,41,5.31358885,6.251466104,0,0.980702629,95.285,469.4,0,0,0,4.TA・カバー・メイン
201,35847ECE020    ,2023,37,11.84166667,0.358333333,0.308333333,0.49,1,ＴＰ３３２フタナシ,1,1,1.9,60,1,2.9928,7.4,（株）メタルテック,43,6.107755102,5.518018018,0,0.891153718,90.551,445.7,-0.165590135,0.149459485,0.048780488,4.TA・カバー・メイン
355,35847ECE020    ,2023,38,13.91666667,0.333333333,0.316666667,0.49,1,ＴＰ３３２フタナシ,1,1,1.9,60,1,2.6335,7.585,（株）メタルテック,40,5.374489796,6.326764106,0,0.973805397,94.16,430.5,0.175228712,-0.120054798,-0.069767442,4.TA・カバー・メイン
496,35847ECE020    ,2023,39,12.1,0.35,0.316666667,0.49,1,ＴＰ３３２フタナシ,1,1,1.9,60,1,1.613225806,7.197311828,（株）メタルテック,31,3.292297564,5.797183577,0,0.906071058,98.06,454.5,-0.130538922,-0.387421376,-0.225,4.TA・カバー・メイン
51,35882ECB010    ,2023,36,9.866666667,0.325,0.35,0.5,1,ＴＰ３３２フタナシ,1,1,1.9,50,1,1.81575,7.346,（株）メタルテック,40,3.6315,4.631498571,0,0.799257,95.285,469.4,0,0,0,2.MGケース
202,35882ECB010    ,2023,37,6.808333333,0.366666667,0.333333333,0.5,1,ＴＰ３３２フタナシ,1,1,1.9,50,1,1.983076923,6.857692308,（株）メタルテック,45,3.966153846,3.423456527,0,0.640842611,90.551,445.7,-0.309966216,0.092153062,0.125,2.MGケース
356,35882ECB010    ,2023,38,7.316666667,0.333333333,0.325,0.5,1,ＴＰ３３２フタナシ,1,1,1.9,50,1,1.703658537,6.976097561,（株）メタルテック,41,3.407317073,3.616618724,0,0.668706532,94.16,430.5,0.074663403,-0.140901436,-0.088888889,2.MGケース
497,35882ECB010    ,2023,39,7.65,0.383333333,0.341666667,0.5,1,ＴＰ３３２フタナシ,1,1,1.9,50,1,1.227948718,7.265641026,（株）メタルテック,39,2.455897436,3.63069277,0,0.679419272,98.06,454.5,0.045558087,-0.279228383,-0.048780488,2.MGケース
52,36108ECB010    ,2023,36,4.55,0.1,0.108333333,0.64,1,ＴＰ３３１．５フタナシ,1,1,1.97,150,1,2.854166667,2.503888889,（株）オーハシテクニカ,12,4.459635417,6.118428572,0,0.520147906,95.285,469.4,0,0,0,2.MGケース
203,36108ECB010    ,2023,37,3.066666667,0.083333333,0.1,0.64,1,ＴＰ３３１．５フタナシ,1,1,1.97,150,1,2.692307692,2.344615385,（株）オーハシテクニカ,13,4.206730769,4.403910791,0,0.446661117,90.551,445.7,-0.326007326,-0.056709714,0.083333333,2.MGケース
357,36108ECB010    ,2023,38,3.275,0.108333333,0.1,0.64,1,ＴＰ３３１．５フタナシ,1,1,1.97,150,1,2.764615385,2.371282051,（株）オーハシテクニカ,13,4.319711538,4.650200098,0,0.458680502,94.16,430.5,0.067934783,0.026857143,0,2.MGケース
498,36108ECB010    ,2023,39,3.016949153,0.110169492,0.093220339,0.64,1,ＴＰ３３１．５フタナシ,1,1,1.97,150,1,2.00625,2.231666667,（株）オーハシテクニカ,8,3.134765625,4.551789972,0,0.437553541,98.06,454.5,-0.078794152,-0.274311352,-0.384615385,2.MGケース
499,39171ECB010    ,2023,39,10.96774194,0.838709677,0.870967742,0.62,3,Aﾊﾟﾚﾌﾀﾅｼ,1,24,19.68,16,10.64150943,0.674339623,22.19870283,（株）アイシン福井,106,1.087644553,5.733902886,,1.411770744,98.06,454.5,0,0,0,
500,39171ECE010    ,2023,39,21,0.903225806,0.870967742,0.63,3,Aﾊﾟﾚﾌﾀﾅｼ,1,24,19.68,20,10.73684211,1.040842105,21.97631579,（株）アイシン福井,95,1.652130326,11.08983578,,1.602523576,98.06,454.5,0,0,0,
53,41310ECB010    ,2023,36,55.68333333,8.15,7.7,0.69,2,サンボックス＃２４Ａフタアリ,1,4,4,2,2.523244313,0.945507246,187.2201784,（株）オンド,1011,1.370300357,2.379373156,0.05,0.951113289,95.285,469.4,0,0,0,1.デフ・大物ギヤ・Brg
204,41310ECB010    ,2023,37,51.4,7.3,7.541666667,0.69,2,サンボックス＃２４Ａフタアリ,1,4,4,2,2.496108949,0.984323394,174.899656,（株）オンド,1028,1.426555644,2.351062372,0.05,0.937597605,90.551,445.7,-0.076923077,0.041053253,0.016815035,1.デフ・大物ギヤ・Brg
358,41310ECB010    ,2023,38,64.975,6.683333333,7.183333333,0.69,2,サンボックス＃２４Ａフタアリ,1,4,4,2,2.471491228,0.951626016,172.4030197,（株）オンド,912,1.37916814,3.015028396,0.05,1.187062956,94.16,430.5,0.264105058,-0.033218126,-0.112840467,1.デフ・大物ギヤ・Brg
501,41310ECB010    ,2023,39,83.13333333,7.633333333,7.633333333,0.69,2,サンボックス＃２４Ａフタアリ,1,4,4,2,2.372979215,0.93721709,179.0028868,（株）オンド,866,1.358285638,3.715396318,0.05,1.447905696,98.06,454.5,0.279466461,-0.015141375,-0.050438596,1.デフ・大物ギヤ・Brg
54,41310ECE010    ,2023,36,143.2916667,9.791666667,10.01666667,0.7,3,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1,4,4,2,2.531322506,1.349729494,236.9485166,（株）オンド,1293,1.928184991,4.837900443,0.05,1.887342366,95.285,469.4,0,0,0,1.デフ・大物ギヤ・Brg
205,41310ECE010    ,2023,37,144.7666667,9.566666667,9.583333333,0.7,3,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1,4,4,2,2.49428789,1.613453888,225.4620253,（株）オンド,1313,2.304934126,5.136711301,0.05,1.989227514,90.551,445.7,0.01029369,0.195390554,0.015467904,1.デフ・大物ギヤ・Brg
359,41310ECE010    ,2023,38,148.1583333,8.725,9.358333333,0.7,3,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1,4,4,2,2.46779661,1.481524664,225.1721973,（株）オンド,1180,2.116463805,5.263823335,0.05,2.034709216,94.16,430.5,0.023428506,-0.081768202,-0.101294745,1.デフ・大物ギヤ・Brg
502,41310ECE010    ,2023,39,128.7583333,9.141666667,9.583333333,0.7,3,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1,4,4,2,2.303121853,1.254108761,220.715005,（株）オンド,993,1.791583945,4.666953506,0.05,1.816530619,98.06,454.5,-0.130940998,-0.15350126,-0.158474576,1.デフ・大物ギヤ・Brg
55,5040056001E    ,2023,36,4.846153846,0.273504274,0.247863248,0.58,3,AW131ﾌﾀﾅｼ,1,1,1.78,300,1,2.0909375,5.558333333,サトープレス工業（株）,32,3.605064655,3.13622934,0,0.540113124,95.285,469.4,0,0,0,3.ギヤサブ・共通部品
206,5040056001E    ,2023,37,4.883333333,0.266666667,0.25,0.58,3,AW131ﾌﾀﾅｼ,1,1,1.78,300,1,2.42,6.448989899,サトープレス工業（株）,33,4.172413793,2.723829238,0,0.514291225,90.551,445.7,0.007671958,0.157375579,0.03125,3.ギヤサブ・共通部品
360,5040056001E    ,2023,38,4.318181818,0.290909091,0.236363636,0.58,3,AW131ﾌﾀﾅｼ,1,1,1.78,300,1,2.10875,5.003125,サトープレス工業（株）,32,3.635775862,3.104665209,0,0.516655836,94.16,430.5,-0.115730686,-0.128615702,-0.03030303,3.ギヤサブ・共通部品
503,5040056001E    ,2023,39,5.758333333,0.266666667,0.25,0.58,3,AW131ﾌﾀﾅｼ,1,1,1.78,300,1,1.529583333,6.345138889,サトープレス工業（株）,24,2.637212644,3.2644564,0,0.580076463,98.06,454.5,0.333508772,-0.274649279,-0.25,3.ギヤサブ・共通部品
56,82125ECB010    ,2023,36,5.516666667,0.133333333,0.166666667,0.58,1,ＴＰ３３２フタアリ,1,1,1.79,100,1,2.283125,3.5725,矢崎総業（株）,16,3.936422414,5.534779232,0,0.594090412,95.285,469.4,0,0,0,2.MGケース
207,82125ECB010    ,2023,37,3.033333333,0.166666667,0.15,0.58,1,ＴＰ３３２フタアリ,1,1,1.79,100,1,1.931,3.4975,矢崎総業（株）,20,3.329310345,3.108552533,0,0.4473331,90.551,445.7,-0.450151057,-0.1542294,0.25,2.MGケース
361,82125ECB010    ,2023,38,3.2,0.166666667,0.141666667,0.58,1,ＴＰ３３２フタアリ,1,1,1.79,100,1,2.053,3.446,矢崎総業（株）,20,3.539655172,3.328361593,0,0.460652928,94.16,430.5,0.054945055,0.0631797,0,2.MGケース
504,82125ECB010    ,2023,39,3.176470588,0.12605042,0.151260504,0.58,1,ＴＰ３３２フタアリ,1,1,1.79,100,1,1.570666667,3.378666667,矢崎総業（株）,15,2.708045977,3.369731425,0,0.459204626,98.06,454.5,-0.007352941,-0.234940737,-0.25,2.MGケース
57,82125ECE010    ,2023,36,8.05,0.2,0.191666667,0.58,1,ＴＰ３３２フタアリ,1,1,1.79,100,1,2.61125,4.75,矢崎総業（株）,24,4.502155172,6.074325599,0,0.72772798,95.285,469.4,0,0,0,4.TA・カバー・メイン
208,82125ECE010    ,2023,37,6.741666667,0.216666667,0.2,0.58,1,ＴＰ３３２フタアリ,1,1,1.79,100,1,2.296153846,4.473076923,矢崎総業（株）,26,3.958885942,5.40202644,0,0.667573893,90.551,445.7,-0.16252588,-0.120668704,0.083333333,4.TA・カバー・メイン
362,82125ECE010    ,2023,38,6.325,0.2,0.191666667,0.58,1,ＴＰ３３２フタアリ,1,1,1.79,100,1,2.329583333,4.513333333,矢崎総業（株）,24,4.016522989,5.022950716,0,0.647923779,94.16,430.5,-0.061804697,0.014558906,-0.076923077,4.TA・カバー・メイン
505,82125ECE010    ,2023,39,5.308333333,0.166666667,0.191666667,0.58,1,ＴＰ３３２フタアリ,1,1,1.79,100,1,1.566470588,4.415882353,矢崎総業（株）,17,2.700811359,4.30860309,0,0.593422855,98.06,454.5,-0.160737813,-0.327574779,-0.291666667,4.TA・カバー・メイン
58,82821CWA030    ,2023,36,10.35833333,0.175,0.183333333,0.83,1,ＴＰ３３２フタナシ,1,2,3.64,200,1.476190476,3.954285714,4.156190476,石黒ゴム工業（株）,21,4.764199656,10.74252702,0.29,0.795056036,95.285,469.4,0,0,0,8.ファイナル後半
209,82821CWA030    ,2023,37,9.55,0.175,0.166666667,0.83,1,ＴＰ３３２フタナシ,1,2,3.64,200,1.47826087,3.818695652,4.009347826,石黒ゴム工業（株）,23,4.600838135,10.26695485,0.29,0.765709299,90.551,445.7,-0.078037007,-0.034289394,0.095238095,8.ファイナル後半
363,82821CWA030    ,2023,38,10.25833333,0.166666667,0.166666667,0.83,1,ＴＰ３３２フタナシ,1,2,3.64,200,1.5,3.949090909,4.041363636,石黒ゴム工業（株）,22,4.757940854,10.94109761,0.29,0.779280772,94.16,430.5,0.07417103,0.034146543,-0.043478261,8.ファイナル後半
506,82821CWA030    ,2023,39,11.15,0.175,0.166666667,0.83,1,ＴＰ３３２フタナシ,1,2,3.64,200,1.454545455,2.691818182,3.544545455,石黒ゴム工業（株）,11,3.243154436,13.55895853,0.29,0.718962493,98.06,454.5,0.086921202,-0.318370166,-0.5,8.ファイナル後半
59,82821ECB010    ,2023,36,4.683333333,0.091666667,0.083333333,0.83,1,ＴＰ３３２フタナシ,1,2,3.64,400,1.454545455,4.533636364,2.080454545,石黒ゴム工業（株）,11,5.462212486,9.703063041,0.29,0.431750546,95.285,469.4,0,0,0,8.ファイナル後半
210,82821ECB010    ,2023,37,4.991666667,0.083333333,0.083333333,0.83,1,ＴＰ３３２フタナシ,1,2,3.64,400,1.5,4.446666667,1.992708333,石黒ゴム工業（株）,12,5.357429719,10.79726734,0.29,0.419705611,90.551,445.7,0.065836299,-0.01918321,0.090909091,8.ファイナル後半
364,82821ECB010    ,2023,38,5.133333333,0.083333333,0.091666667,0.83,1,ＴＰ３３２フタナシ,1,2,3.64,400,1.5,4.271,2.2075,石黒ゴム工業（株）,10,5.145783133,10.02330092,0.29,0.456806867,94.16,430.5,0.028380634,-0.039505247,-0.166666667,8.ファイナル後半
507,82821ECB010    ,2023,39,5.8,0.091666667,0.083333333,0.83,1,ＴＰ３３２フタナシ,1,2,3.64,400,1.25,2.035,1.57625,石黒ゴム工業（株）,4,2.451807229,15.86042823,0.29,0.346737203,98.06,454.5,0.12987013,-0.523530789,-0.6,8.ファイナル後半
60,82821ECB020    ,2023,36,10.46666667,0.183333333,0.175,0.87,1,ＴＰ１３１フタナシ,1,2,3.64,200,1.523809524,4.100952381,4.181190476,石黒ゴム工業（株）,21,4.713738369,10.78997544,0.29,0.799615154,95.285,469.4,0,0,0,8.ファイナル後半
211,82821ECB020    ,2023,37,9.833333333,0.175,0.166666667,0.87,1,ＴＰ１３１フタナシ,1,2,3.64,200,1.52173913,4.073913043,4.011086957,石黒ゴム工業（株）,23,4.682658671,10.56697547,0.29,0.769848658,90.551,445.7,-0.060509554,-0.006593429,0.095238095,8.ファイナル後半
365,82821ECB020    ,2023,38,9.975,0.158333333,0.166666667,0.87,1,ＴＰ１３１フタナシ,1,2,3.64,200,1.52173913,4.427826087,4.031521739,石黒ゴム工業（株）,23,5.089455272,10.66487853,0.29,0.77432333,94.16,430.5,0.01440678,0.086872999,0,8.ファイナル後半
508,82821ECB020    ,2023,39,12.8,0.183333333,0.166666667,0.87,1,ＴＰ１３１フタナシ,1,2,3.64,200,1.4,2.597,3.047,石黒ゴム工業（株）,10,2.985057471,18.10712629,0.29,0.647020944,98.06,454.5,0.28320802,-0.413481932,-0.565217391,8.ファイナル後半
61,82821ECB040    ,2023,36,4.4,0.15,0.15,0.83,1,ＴＰ３４２フタナシ,1,2,3.64,100,1.5,2.42,3.603333333,石黒ゴム工業（株）,18,2.915662651,5.263325784,0.29,0.607302052,95.285,469.4,0,0,0,8.ファイナル後半
212,82821ECB040    ,2023,37,3.858333333,0.15,0.15,0.83,1,ＴＰ３４２フタナシ,1,2,3.64,100,1.5,2.3795,3.464,石黒ゴム工業（株）,20,2.86686747,4.801023997,0.29,0.575336185,90.551,445.7,-0.123106061,-0.016735537,0.111111111,8.ファイナル後半
366,82821ECB040    ,2023,38,3.85,0.133333333,0.141666667,0.83,1,ＴＰ３４２フタナシ,1,2,3.64,100,1.473684211,2.357368421,3.622105263,石黒ゴム工業（株）,19,2.840202917,4.581542054,0.29,0.585667133,94.16,430.5,-0.002159827,-0.009300937,-0.05,8.ファイナル後半
509,82821ECB040    ,2023,39,4.808333333,0.15,0.15,0.83,1,ＴＰ３４２フタナシ,1,2,3.64,100,1.5,1.785714286,3.390714286,石黒ゴム工業（株）,14,2.151462995,6.112450937,0.29,0.602748666,98.06,454.5,0.248917749,-0.242496731,-0.263157895,8.ファイナル後半
62,82821ECB050    ,2023,36,18.80833333,0.35,0.366666667,0.83,1,ＴＰ３３２フタナシ,1,2,3.64,100,1.547619048,3.398809524,8.335952381,石黒ゴム工業（株）,42,4.094951234,9.725391724,0.29,1.314333736,95.285,469.4,0,0,0,8.ファイナル後半
213,82821ECB050    ,2023,37,17.08333333,0.358333333,0.341666667,0.83,1,ＴＰ３３２フタナシ,1,2,3.64,100,1.489361702,3.361489362,8.084468085,石黒ゴム工業（株）,47,4.049987183,9.10821302,0.29,1.260328193,90.551,445.7,-0.091714665,-0.010980363,0.119047619,8.ファイナル後半
367,82821ECB050    ,2023,38,17.54166667,0.325,0.333333333,0.83,1,ＴＰ３３２フタナシ,1,2,3.64,100,1.511111111,3.415333333,8.211111111,石黒ゴム工業（株）,45,4.114859438,9.208331389,0.29,1.278133277,94.16,430.5,0.026829268,0.016017891,-0.042553191,8.ファイナル後半
510,82821ECB050    ,2023,39,19.09166667,0.341666667,0.35,0.83,1,ＴＰ３３２フタナシ,1,2,3.64,100,1.44,2.5564,7.3656,石黒ゴム工業（株）,25,3.08,11.17243221,0.29,1.254090804,98.06,454.5,0.088361045,-0.251493266,-0.444444444,8.ファイナル後半
63,82821ECE010    ,2023,36,33.9,0.408333333,0.4,1.07,1,ＴＰ３３２フタナシ,1,2,3.64,50,1.489795918,5.085510204,9.210612245,石黒ゴム工業（株）,49,4.752813275,15.86438401,0.29,1.619667581,95.285,469.4,0,0,0,8.ファイナル後半
214,82821ECE010    ,2023,37,33.14166667,0.391666667,0.383333333,1.07,1,ＴＰ３３２フタナシ,1,2,3.64,50,1.490196078,5.167254902,9.161568627,石黒ゴム工業（株）,51,4.829210189,15.59252758,0.29,1.606370979,90.551,445.7,-0.022369715,0.016074041,0.040816327,8.ファイナル後半
368,82821ECE010    ,2023,38,31.93333333,0.358333333,0.375,1.07,1,ＴＰ３３２フタナシ,1,2,3.64,50,1.509803922,5.131764706,9.109019608,石黒ゴム工業（株）,51,4.796041781,15.11070171,0.29,1.587091545,94.16,430.5,-0.036459643,-0.006868288,0,8.ファイナル後半
511,82821ECE010    ,2023,39,33.01666667,0.366666667,0.383333333,1.07,1,ＴＰ３３２フタナシ,1,2,3.64,50,1.466666667,3.743333333,6.370666667,石黒ゴム工業（株）,15,3.498442368,22.33882666,0.29,1.277601612,98.06,454.5,0.033924843,-0.27055632,-0.705882353,8.ファイナル後半
64,82821XAE010    ,2023,36,21.1,0.375,0.366666667,0.87,1,ＴＰ１３１フタナシ,1,2,3.64,100,1.488888889,3.565555556,8.367333333,石黒ゴム工業（株）,45,4.098339719,10.86944576,0.29,1.363799794,95.285,469.4,0,0,0,8.ファイナル後半
215,82821XAE010    ,2023,37,19.53333333,0.35,0.358333333,0.87,1,ＴＰ１３１フタナシ,1,2,3.64,100,1.468085106,3.644893617,8.104042553,石黒ゴム工業（株）,47,4.189532893,10.38930901,0.29,1.315683204,90.551,445.7,-0.074249605,0.022251248,0.044444444,8.ファイナル後半
369,82821XAE010    ,2023,38,19.98333333,0.316666667,0.333333333,0.87,1,ＴＰ１３１フタナシ,1,2,3.64,100,1.534883721,3.692790698,7.980697674,石黒ゴム工業（株）,43,4.244587009,10.79292325,0.29,1.316225088,94.16,430.5,0.023037543,0.013140872,-0.085106383,8.ファイナル後半
512,82821XAE010    ,2023,39,23.525,0.375,0.341666667,0.87,1,ＴＰ１３１フタナシ,1,2,3.64,100,1.458333333,2.698333333,7.355,石黒ゴム工業（株）,24,3.101532567,13.78665698,0.29,1.319264397,98.06,454.5,0.177231026,-0.269296975,-0.441860465,8.ファイナル後半
65,82821XAE020    ,2023,36,1.683333333,0.033333333,0.033333333,0.81,1,ＴＰ３３２フタナシ,1,2,3.64,400,1.5,4.5525,0.98125,石黒ゴム工業（株）,4,5.62037037,7.394391976,0.29,0.21216492,95.285,469.4,0,0,0,8.ファイナル後半
216,82821XAE020    ,2023,37,1.341666667,0.041666667,0.033333333,0.81,1,ＴＰ３３２フタナシ,1,2,3.64,400,1.2,4.046,0.761,石黒ゴム工業（株）,5,4.995061728,7.59927198,0.29,0.167335552,90.551,445.7,-0.202970297,-0.111257551,0.25,8.ファイナル後半
370,82821XAE020    ,2023,38,1.375,0.033333333,0.033333333,0.81,1,ＴＰ３３２フタナシ,1,2,3.64,400,1.2,3.784,0.7655,石黒ゴム工業（株）,5,4.671604938,7.742291493,0.29,0.168436444,94.16,430.5,0.02484472,-0.064755314,0,8.ファイナル後半
513,82821XAE020    ,2023,39,1.95,0.041666667,0.033333333,0.81,1,ＴＰ３３２フタナシ,1,2,3.64,400,1,2.225,1.01,石黒ゴム工業（株）,2,2.74691358,8.321952885,0.29,0.219657601,98.06,454.5,0.418181818,-0.411997886,-0.6,8.ファイナル後半
66,82824ECB010    ,2023,36,9.881355932,0.483050847,0.466101695,0.57,1,ＴＰ３３１フタアリ,1,1,1.79,32,1,1.515438596,11.41721491,矢崎総業（株）,57,2.658664204,3.102074072,0,0.654821596,95.285,469.4,0,0,0,2.MGケース
217,82824ECB010    ,2023,37,7.538461538,0.52991453,0.461538462,0.57,1,ＴＰ３３１フタアリ,1,1,1.79,32,1,1.319354839,11.18649194,矢崎総業（株）,62,2.314657612,2.415375219,0,0.532332424,90.551,445.7,-0.23710252,-0.129390764,0.087719298,2.MGケース
371,82824ECB010    ,2023,38,8.741666667,0.491666667,0.45,0.57,1,ＴＰ３３１フタアリ,1,1,1.79,32,1,1.447118644,10.98993644,矢崎総業（株）,59,2.538804639,2.850984513,0,0.607464412,94.16,430.5,0.159608844,0.096838092,-0.048387097,2.MGケース
514,82824ECB010    ,2023,39,8.533333333,0.416666667,0.475,0.57,1,ＴＰ３３１フタアリ,1,1,1.79,32,1,1.054814815,11.00405093,矢崎総業（株）,54,1.850552307,2.779469519,0,0.595332653,98.06,454.5,-0.023832221,-0.271093065,-0.084745763,2.MGケース
67,82824ECB020    ,2023,36,23.09166667,0.916666667,0.891666667,0.58,1,ＴＰ３３１フタアリ,1,1,1.79,40,1,1.796363636,21.0175,矢崎総業（株）,110,3.097178683,3.937948393,0,0.887925076,95.285,469.4,0,0,0,3.ギヤサブ・共通部品
218,82824ECB020    ,2023,37,21.29166667,0.966666667,0.85,0.58,1,ＴＰ３３１フタアリ,1,1,1.79,40,1,1.82137931,20.17112069,矢崎総業（株）,116,3.140309156,3.783340481,0,0.852928414,90.551,445.7,-0.077950198,0.013925729,0.054545455,3.ギヤサブ・共通部品
372,82824ECB020    ,2023,38,21.56666667,0.85,0.833333333,0.58,1,ＴＰ３３１フタアリ,1,1,1.79,40,1,1.881941748,20.00485437,矢崎総業（株）,103,3.244727151,3.864056149,0,0.867205508,94.16,430.5,0.012915851,0.033250865,-0.112068966,3.ギヤサブ・共通部品
515,82824ECB020    ,2023,39,18.325,0.783333333,0.866666667,0.58,1,ＴＰ３３１フタアリ,1,1,1.79,40,1,1.250842105,19.74105263,矢崎総業（株）,95,2.156624319,3.327127728,0,0.761788506,98.06,454.5,-0.150309119,-0.33534494,-0.077669903,3.ギヤサブ・共通部品
68,82824ECE010    ,2023,36,15.95,0.433333333,0.441666667,0.36,1,ＴＰ３３２,1,1,3.25,45,1,1.970566038,10.5048218,住友電装（株）,53,5.473794549,3.57258909,0,1.092267351,95.285,469.4,0,0,0,2.MGケース
219,82824ECE010    ,2023,37,14.86666667,0.616666667,0.575,0.36,1,ＴＰ３３２,1,1,3.25,45,1,2.141807229,10.36064257,住友電装（株）,83,5.949464525,3.376276319,0,1.042912504,90.551,445.7,-0.067920585,0.086899494,0.566037736,2.MGケース
373,82824ECE010    ,2023,38,14.29166667,0.558333333,0.525,0.36,1,ＴＰ３３２,1,1,3.25,45,1,2.201818182,10.12565657,住友電装（株）,55,6.116161616,3.321014372,0,1.024275355,94.16,430.5,-0.03867713,0.028018839,-0.337349398,2.MGケース
516,82824ECE010    ,2023,39,13.65833333,0.466666667,0.425,0.36,1,ＴＰ３３２,1,1,3.25,45,1,1.020952381,9.765608466,住友電装（株）,42,2.835978836,3.290860474,0,1.00838583,98.06,454.5,-0.044314869,-0.536313948,-0.236363636,2.MGケース
69,9010506A003    ,2023,36,2.266666667,0.025,0.033333333,0.52,1,ＴＰ３３１フタナシ,1,6,5.76,2000,5.5,7.856666667,0.526666667,（株）青山製作所,4,15.10897436,38.19938581,0.08,0.059161049,95.285,469.4,0,0,0,2.MGケース
220,9010506A003    ,2023,37,2.008333333,0.016666667,0.025,0.52,1,ＴＰ３３１フタナシ,1,6,5.76,2000,3.666666667,8.92,0.763,（株）青山製作所,3,17.15384615,23.36231165,0.08,0.085360637,90.551,445.7,-0.113970588,0.135341536,-0.25,2.MGケース
