,品番,Year,Week_Number,在庫数（箱）,入庫数（箱）,出庫数（箱）,基準在庫日数,基準在庫枚数,箱種類,A,B,C,収容数,納入便,社内LT（検収～回収LT）,日量数（箱数）,仕入先名,かんばん数,実績LT/設計値LT,順立装置在庫量/設計値MIN,不等ピッチ,順立装置在庫量/設計値MAX,AVAILABLE_RATE,KAKO_CNT
465,35141ECE010    ,2023,39,23.580645161290324,0.6774193548387096,0.8709677419354839,0.63,3.0,Aﾊﾟﾚﾌﾀﾅｼ,1.0,24.0,19.68,20.0,10.414893617021276,1.0726595744680851,21.935106382978724,（株）アイシン福井,94,1.7026342451874368,12.476036750547108,,1.627738263593429,98.06,454.5
466,35145ECB010    ,2023,39,6.983333333333333,0.16666666666666666,0.15,0.62,3.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,100.0,1.0,1.9784615384615383,3.3023076923076924,三共鋼業（株）,13,3.19106699751861,7.717820499959476,0.0,0.6243344890375344,98.06,454.5
467,35145ECE010    ,2023,39,6.991666666666666,0.21666666666666667,0.19166666666666668,0.65,1.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,100.0,1.0,1.7272222222222222,4.387222222222222,三共鋼業（株）,18,2.657264957264957,5.816215896455181,0.0,0.6708050795686805,98.06,454.5
468,35145ECE020    ,2023,39,6.541666666666667,0.2,0.2,0.65,1.0,ＴＰ３３１フタナシ,1.0,4.0,6.88,100.0,2.4705882352941178,1.6847058823529413,4.081176470588235,（株）浅賀井製作所,17,2.5918552036199096,8.136484667924117,0.13,0.6988334740800195,98.06,454.5
469,35165ECE010    ,2023,39,4.375,0.08333333333333333,0.09166666666666666,0.63,1.0,ＴＰ１３１フタナシ,1.0,1.0,1.21,200.0,1.0,2.5383333333333336,2.0508333333333333,（株）松尾製作所,6,4.029100529100529,9.65284685436704,0.0,0.37056732068622933,98.06,454.5
470,35174ECB010    ,2023,39,17.941666666666666,0.7666666666666667,0.7666666666666667,0.87,1.0,ＴＰ３３２フタナシ,1.0,4.0,6.88,20.0,2.234567901234568,1.230617283950617,17.75493827160494,（株）浅賀井製作所,81,1.4145026252305943,5.129527835658862,0.13,1.7159191544765768,98.06,454.5
471,35174ECE010    ,2023,39,17.225,0.475,0.475,0.87,1.0,ＴＰ３３２フタナシ,1.0,4.0,6.88,40.0,2.2325581395348837,1.4413953488372093,10.643023255813953,（株）浅賀井製作所,43,1.656776263031275,8.215386373001337,0.13,1.509866504299193,98.06,454.5
472,35174ECE020    ,2023,39,11.708333333333334,0.23333333333333334,0.21666666666666667,0.63,3.0,ＴＰ３３１フタナシ,1.0,4.0,6.88,90.0,2.388888888888889,1.57,4.55679012345679,（株）浅賀井製作所,18,2.492063492063492,13.042769694977633,0.13,0.8125253552027594,98.06,454.5
473,3519510A010    ,2023,39,2.3666666666666667,0.025,0.025,0.63,1.0,ＡＷ１３１フタナシ,1.0,2.0,2.34,600.0,2.0,2.8600000000000003,0.7016666666666667,中庸スプリング（株）,1,4.53968253968254,20.19713542037066,0.1,0.11498132816547318,98.06,454.5
474,35195ECE010    ,2023,39,8.216666666666667,0.1,0.1,0.62,3.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,400.0,1.0,2.332,1.9929999999999999,三共鋼業（株）,5,3.761290322580645,15.046580306010206,0.0,0.47940698152502986,98.06,454.5
475,35195TFG010    ,2023,39,5.591666666666667,0.10833333333333334,0.10833333333333334,0.62,1.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,400.0,1.0,1.4957142857142856,1.794285714285714,三共鋼業（株）,7,2.412442396313364,11.373630418274521,0.0,0.42176968962409966,98.06,454.5
476,35198ECE010    ,2023,39,5.808333333333334,0.08333333333333333,0.1,0.58,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.78,200.0,1.0,1.7583333333333335,2.0508333333333333,サトープレス工業（株）,6,3.0316091954022992,10.187705179212989,0.0,0.47065031982506256,98.06,454.5
477,35300ECB010    ,2023,39,131.71666666666667,2.908333333333333,2.85,0.91,3.0,TP341ﾌﾀﾅｼ,1.0,4.0,8.04,12.0,2.184834123222749,2.357109004739337,62.300947867298575,アイシン精機（株）,211,2.5902296755377328,9.35486744737732,0.14,4.6965931070884075,98.06,454.5
478,35312ECB010    ,2023,39,5.291666666666667,0.26666666666666666,0.24166666666666667,0.59,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.9,63.0,1.0,1.4212500000000003,5.466931216931218,（株）旭工業所,24,2.4088983050847466,3.3377274585547774,0.0,0.5829107308165047,98.06,454.5
479,35352ECB010    ,2023,39,2.3,0.025,0.03333333333333333,0.64,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.97,504.0,1.0,2.4650000000000003,0.4176587301587302,五興商事（株）,2,3.8515625000000004,18.541711653350607,0.0,0.12117857234151531,98.06,454.5
480,35409ECB010    ,2023,39,2.425,0.075,0.075,0.66,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.26,200.0,1.0,1.906666666666667,1.6141666666666667,サンコール（株）,6,2.8888888888888893,4.608353313421868,0.0,0.38472349079221707,98.06,454.5
481,35441ECB010    ,2023,39,22.225,0.8166666666666667,0.7083333333333334,0.67,3.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,48.0,1.0,1.571641791044776,16.332089552238806,（株）ニフコ,67,2.34573401648474,4.333815005769883,0.0,1.0345625812677761,98.06,454.5
482,35441TFA010    ,2023,39,3.6120689655172415,0.1896551724137931,0.14655172413793102,0.67,1.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,100.0,1.0,1.7233333333333332,3.1426666666666665,（株）ニフコ,15,2.5721393034825866,3.660395953154759,0.0,0.5189608151592406,98.06,454.5
483,3548255A010    ,2023,39,3.2083333333333335,0.058333333333333334,0.06666666666666667,0.57,1.0,ＡＷ１３１フタナシ,1.0,1.0,1.78,300.0,1.0,1.22,1.6560000000000001,サトープレス工業（株）,5,2.1403508771929824,6.969062431214447,0.0,0.36844097603479037,98.06,454.5
484,35501ECB010    ,2023,39,4.525,0.175,0.15833333333333333,0.6,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.38,100.0,1.0,1.6878571428571427,3.343571428571429,大橋鉄工（株）,14,2.813095238095238,5.686316397954182,0.0,0.4920047115248132,98.06,454.5
485,35505ECB010    ,2023,39,12.733333333333333,0.6583333333333333,0.6416666666666667,0.81,1.0,ＴＰ１３１フタナシ,1.0,2.0,2.34,24.0,1.4,1.1532857142857142,14.857142857142858,中庸スプリング（株）,70,1.4238095238095236,5.132043605097497,0.1,0.9571436061482699,98.06,454.5
486,35556ECB010    ,2023,39,4.816666666666666,0.18333333333333332,0.15,0.75,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,100.0,1.4285714285714286,1.6014285714285716,3.6435714285714282,（株）ギフ加藤製作所,14,2.1352380952380954,5.508179224117275,0.12,0.6411840588991446,98.06,454.5
487,35557ECB010    ,2023,39,11.008333333333333,0.3416666666666667,0.3416666666666667,0.89,1.0,ＴＰ１３１フタナシ,1.0,2.0,4.94,46.0,1.303030303030303,1.5666666666666667,7.529644268774703,小川工業（株）,33,1.7602996254681647,4.922555976799196,0.05,1.2145303368615668,98.06,454.5
488,35580ECB011    ,2023,39,87.13333333333334,2.2916666666666665,2.591666666666667,0.9,3.0,ＴＰ３４２フタアリ,1.0,4.0,8.04,6.0,2.0788177339901477,1.9014285714285715,55.62807881773399,アイシン精機（株）,203,2.1126984126984127,6.930775444845203,0.14,3.689089244758263,98.06,454.5
489,35595ECB010    ,2023,39,7.725,0.3333333333333333,0.38333333333333336,0.57,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.78,40.0,1.0,1.2114285714285713,8.976190476190476,サトープレス工業（株）,42,2.12531328320802,3.095719710703585,0.0,0.6169773126856382,98.06,454.5
490,3559850A010    ,2023,39,3.0790697674418603,0.09302325581395349,0.08372093023255814,0.9,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.92,100.0,1.3333333333333333,1.47,3.658666666666667,アイコー（株）,15,1.6333333333333333,3.4210669925534427,0.32,0.5666999232077023,98.06,454.5
491,35771ECB010    ,2023,39,50.8,4.066666666666666,3.825,0.79,3.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,4.0,3.3503480278422275,0.880046403712297,88.9431554524362,アイシン機工（株）,431,1.1139827895092367,5.788695737697289,0.12,2.0271581123830495,98.06,454.5
492,35771ECE010    ,2023,39,55.50833333333333,3.316666666666667,3.2083333333333335,0.79,2.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,6.0,3.3628318584070795,0.9840412979351033,73.53638151425761,アイシン機工（株）,339,1.245621896120384,7.650423475764615,0.12,2.353712961636264,98.06,454.5
493,35847ECB010    ,2023,39,5.3,0.25,0.23333333333333334,0.51,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,80.0,1.0,1.4037499999999998,4.558333333333334,（株）メタルテック,24,2.7524509803921564,4.009329887158797,0.0,0.6025753921850897,98.06,454.5
494,35847ECB020    ,2023,39,7.2,0.25,0.21666666666666667,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,70.0,1.0,1.24,4.957142857142857,（株）メタルテック,24,2.48,5.008446785252906,0.0,0.7049530047384208,98.06,454.5
495,35847ECE010    ,2023,39,16.916666666666668,0.5166666666666667,0.475,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,40.0,1.0,1.5556249999999998,10.8671875,（株）メタルテック,48,3.1112499999999996,5.367840881859573,0.0,1.0082414896956093,98.06,454.5
496,35847ECE020    ,2023,39,12.1,0.35,0.31666666666666665,0.49,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,60.0,1.0,1.6132258064516127,7.197311827956989,（株）メタルテック,31,3.2922975641869647,5.797183577479954,0.0,0.9060710582009804,98.06,454.5
497,35882ECB010    ,2023,39,7.65,0.38333333333333336,0.3416666666666667,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,50.0,1.0,1.2279487179487178,7.265641025641026,（株）メタルテック,39,2.4558974358974357,3.6306927704978684,0.0,0.6794192718175426,98.06,454.5
498,36108ECB010    ,2023,39,3.016949152542373,0.11016949152542373,0.09322033898305085,0.64,1.0,ＴＰ３３１．５フタナシ,1.0,1.0,1.97,150.0,1.0,2.00625,2.2316666666666665,（株）オーハシテクニカ,8,3.134765625,4.551789972227688,0.0,0.43755354061676893,98.06,454.5
499,39171ECB010    ,2023,39,10.96774193548387,0.8387096774193549,0.8709677419354839,0.62,3.0,Aﾊﾟﾚﾌﾀﾅｼ,1.0,24.0,19.68,16.0,10.641509433962264,0.6743396226415095,22.19870283018868,（株）アイシン福井,106,1.087644552647596,5.733902885596272,,1.4117707437907336,98.06,454.5
500,39171ECE010    ,2023,39,21.0,0.9032258064516129,0.8709677419354839,0.63,3.0,Aﾊﾟﾚﾌﾀﾅｼ,1.0,24.0,19.68,20.0,10.736842105263158,1.0408421052631578,21.976315789473684,（株）アイシン福井,95,1.6521303258145361,11.089835776393889,,1.6025235759329004,98.06,454.5
501,41310ECB010    ,2023,39,83.13333333333334,7.633333333333334,7.633333333333334,0.69,2.0,サンボックス＃２４Ａフタアリ,1.0,4.0,4.0,2.0,2.3729792147806004,0.9372170900692841,179.00288683602773,（株）オンド,866,1.3582856377815713,3.71539631802636,0.05,1.4479056961126362,98.06,454.5
502,41310ECE010    ,2023,39,128.75833333333333,9.141666666666667,9.583333333333334,0.7,3.0,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1.0,4.0,4.0,2.0,2.3031218529707957,1.2541087613293052,220.71500503524672,（株）オンド,993,1.7915839447561503,4.6669535064105485,0.05,1.8165306186573107,98.06,454.5
503,5040056001E    ,2023,39,5.758333333333334,0.26666666666666666,0.25,0.58,3.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,300.0,1.0,1.529583333333333,6.345138888888889,サトープレス工業（株）,24,2.6372126436781604,3.2644564002951073,0.0,0.5800764630933325,98.06,454.5
504,82125ECB010    ,2023,39,3.176470588235294,0.12605042016806722,0.15126050420168066,0.58,1.0,ＴＰ３３２フタアリ,1.0,1.0,1.79,100.0,1.0,1.5706666666666669,3.3786666666666667,矢崎総業（株）,15,2.7080459770114946,3.3697314249171417,0.0,0.45920462575975857,98.06,454.5
505,82125ECE010    ,2023,39,5.308333333333334,0.16666666666666666,0.19166666666666668,0.58,1.0,ＴＰ３３２フタアリ,1.0,1.0,1.79,100.0,1.0,1.566470588235294,4.415882352941176,矢崎総業（株）,17,2.7008113590263694,4.308603089525842,0.0,0.593422854776116,98.06,454.5
506,82821CWA030    ,2023,39,11.15,0.175,0.16666666666666666,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,200.0,1.4545454545454546,2.691818181818182,3.544545454545455,石黒ゴム工業（株）,11,3.2431544359255207,13.558958530480846,0.29,0.7189624925059713,98.06,454.5
507,82821ECB010    ,2023,39,5.8,0.09166666666666666,0.08333333333333333,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,400.0,1.25,2.035,1.57625,石黒ゴム工業（株）,4,2.451807228915663,15.86042823156225,0.29,0.3467372025623971,98.06,454.5
508,82821ECB020    ,2023,39,12.8,0.18333333333333332,0.16666666666666666,0.87,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.64,200.0,1.4,2.597,3.0469999999999997,石黒ゴム工業（株）,10,2.985057471264368,18.10712628588889,0.29,0.6470209444233216,98.06,454.5
509,82821ECB040    ,2023,39,4.808333333333334,0.15,0.15,0.83,1.0,ＴＰ３４２フタナシ,1.0,2.0,3.64,100.0,1.5,1.7857142857142858,3.3907142857142856,石黒ゴム工業（株）,14,2.151462994836489,6.112450936949894,0.29,0.602748666403712,98.06,454.5
510,82821ECB050    ,2023,39,19.091666666666665,0.3416666666666667,0.35,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,100.0,1.44,2.5564,7.365600000000001,石黒ゴム工業（株）,25,3.08,11.17243220737844,0.29,1.2540908041846894,98.06,454.5
511,82821ECE010    ,2023,39,33.016666666666666,0.36666666666666664,0.38333333333333336,1.07,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,50.0,1.4666666666666666,3.7433333333333336,6.370666666666667,石黒ゴム工業（株）,15,3.498442367601246,22.338826662432695,0.29,1.2776016124251752,98.06,454.5
512,82821XAE010    ,2023,39,23.525,0.375,0.3416666666666667,0.87,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.64,100.0,1.4583333333333333,2.6983333333333337,7.355,石黒ゴム工業（株）,24,3.101532567049809,13.786656977425626,0.29,1.319264396667253,98.06,454.5
513,82821XAE020    ,2023,39,1.95,0.041666666666666664,0.03333333333333333,0.81,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,400.0,1.0,2.2250000000000005,1.01,石黒ゴム工業（株）,2,2.7469135802469142,8.321952884943665,0.29,0.21965760058352304,98.06,454.5
514,82824ECB010    ,2023,39,8.533333333333333,0.4166666666666667,0.475,0.57,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,32.0,1.0,1.0548148148148149,11.004050925925926,矢崎総業（株）,54,1.850552306692658,2.7794695189705916,0.0,0.5953326528339176,98.06,454.5
515,82824ECB020    ,2023,39,18.325,0.7833333333333333,0.8666666666666667,0.58,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,40.0,1.0,1.250842105263158,19.74105263157895,矢崎総業（株）,95,2.156624319419238,3.327127727685715,0.0,0.7617885059344564,98.06,454.5
516,82824ECE010    ,2023,39,13.658333333333333,0.4666666666666667,0.425,0.36,1.0,ＴＰ３３２,1.0,1.0,3.25,45.0,1.0,1.020952380952381,9.765608465608466,住友電装（株）,42,2.8359788359788363,3.290860473788041,0.0,1.008385830377149,98.06,454.5
517,9010506A003    ,2023,39,1.0,0.06666666666666667,0.0,0.52,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000.0,6.0,2.3300000000000005,0.842,（株）青山製作所,1,4.480769230769232,10.541258485713081,0.08,0.0932514675798398,98.06,454.5
518,9010506A089    ,2023,39,3.5,0.05,0.05,0.5,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500.0,2.6666666666666665,2.09,1.199111111111111,（株）青山製作所,3,4.18,25.906764160171242,0.08,0.13375844790979916,98.06,454.5
519,9010508A014    ,2023,39,27.2875,1.5916666666666666,1.6083333333333334,0.54,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500.0,3.267148014440433,0.9789169675090251,60.296462093862814,（株）青山製作所,277,1.812809199090787,4.016765447782082,0.08,1.597535375854383,98.06,454.5
520,9010508A042    ,2023,39,3.1157894736842104,0.2736842105263158,0.22105263157894736,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,300.0,2.608695652173913,0.8991304347826087,5.658695652173913,（株）青山製作所,23,1.696472518457752,4.887157369266925,0.08,0.5096815658526201,98.06,454.5
521,9010512A018    ,2023,39,30.35,2.3666666666666667,2.4,0.74,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,200.0,3.2720588235294117,0.8843014705882353,55.61301470588235,（株）青山製作所,272,1.195001987281399,4.843806789642697,0.08,1.7965709494536954,98.06,454.5
522,9011906A065    ,2023,39,2.975,0.10833333333333334,0.09166666666666666,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1000.0,2.875,1.75125,2.33025,（株）青山製作所,8,3.3042452830188678,11.331541870523328,0.08,0.2513426901704619,98.06,454.5
523,9014908A008    ,2023,39,8.05,0.15,0.125,0.52,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,800.0,2.0,1.8762499999999998,2.94,（株）青山製作所,8,3.608173076923076,24.302620456466613,0.08,0.32277957132714546,98.06,454.5
524,9015905A007    ,2023,39,4.958333333333333,0.09166666666666666,0.10833333333333334,0.53,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000.0,2.1666666666666665,1.7183333333333335,2.1990000000000003,（株）青山製作所,6,3.2421383647798745,20.013131304977247,0.08,0.2419929065182447,98.06,454.5
525,9015906A021    ,2023,39,5.808333333333334,0.24166666666666667,0.24166666666666667,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1200.0,3.2083333333333335,1.2695833333333333,5.515416666666667,（株）青山製作所,24,2.44150641025641,9.34711873165276,0.08,0.5509641519928867,98.06,454.5
526,9015906A022    ,2023,39,7.775,0.3333333333333333,0.35,0.51,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500.0,3.3055555555555554,1.1730555555555555,7.896388888888889,（株）青山製作所,36,2.3001089324618733,8.73929548185605,0.08,0.744006341767496,98.06,454.5
527,9015906A023    ,2023,39,6.15,0.075,0.075,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1300.0,3.0,2.695,1.521923076923077,（株）青山製作所,4,5.1826923076923075,35.866332303026766,0.08,0.16990789081849694,98.06,454.5
528,9020150A002    ,2023,39,5.116666666666666,0.14166666666666666,0.15833333333333333,0.73,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100.0,1.0,1.7136363636363638,3.521818181818182,（株）ムロコーポレーション,11,2.3474470734744712,8.397965588484267,0.0,0.42300923267529106,98.06,454.5
529,9020156A001    ,2023,39,4.383333333333334,0.14166666666666666,0.15833333333333333,0.75,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100.0,1.0,1.4908333333333335,3.8733333333333335,（株）ムロコーポレーション,12,1.9877777777777779,6.54144240048551,0.0,0.413192923886048,98.06,454.5
530,9020156A002    ,2023,39,4.35,0.16666666666666666,0.19166666666666668,0.73,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100.0,1.0,1.5607142857142857,4.569999999999999,（株）ムロコーポレーション,14,2.1379647749510764,5.502080671886265,0.0,0.42230628918548313,98.06,454.5
531,9025006A007    ,2023,39,3.3916666666666666,0.18333333333333332,0.14166666666666666,0.76,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,200.0,1.2857142857142858,1.6600000000000001,3.8007142857142857,（株）ギフ加藤製作所,14,2.18421052631579,3.7182338324041013,0.12,0.5839016428392988,98.06,454.5
532,9030106A018    ,2023,39,3.125,0.11666666666666667,0.09166666666666666,0.56,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,2000.0,1.1428571428571428,2.9257142857142857,1.3609285714285713,ＮＯＫ（株）,7,5.224489795918367,10.160293433919078,0.03,0.28646586349377867,98.06,454.5
533,9030111A014    ,2023,39,6.166666666666667,0.18333333333333332,0.16666666666666666,0.56,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000.0,1.2666666666666666,1.864,3.2830000000000004,ＮＯＫ（株）,15,3.3285714285714283,8.311341971737843,0.03,0.609535589619272,98.06,454.5
534,9030115A011    ,2023,39,3.408333333333333,0.03333333333333333,0.041666666666666664,0.56,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000.0,2.0,1.9000000000000001,0.517,ＮＯＫ（株）,2,3.392857142857143,29.17044670010213,0.03,0.1157140335421672,98.06,454.5
535,9030117A010    ,2023,39,4.608333333333333,0.058333333333333334,0.05,0.54,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000.0,1.3333333333333333,1.7566666666666666,0.906,ＮＯＫ（株）,3,3.253086419753086,22.506462977071898,0.03,0.2003208352081832,98.06,454.5
536,9030119A010    ,2023,39,1.4583333333333333,0.041666666666666664,0.03333333333333333,0.58,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000.0,1.0,1.81,0.9590000000000001,ＮＯＫ（株）,2,3.120689655172414,6.728678164631915,0.03,0.2009795444961398,98.06,454.5
537,9030119A011    ,2023,39,3.2,0.15,0.15,0.54,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,200.0,1.5333333333333334,1.2633333333333332,3.658666666666667,ＮＯＫ（株）,15,2.339506172839506,3.870068887226193,0.03,0.5440016079807413,98.06,454.5
538,9031150A014    ,2023,39,6.408333333333333,0.43333333333333335,0.425,0.54,1.0,サンボックス＃２４Ｂフタナシ,1.0,2.0,3.52,84.0,1.5555555555555556,1.0977777777777777,9.675396825396826,ＮＯＫ（株）,45,2.0329218106995883,2.9306764093343194,0.03,0.7765658013523805,98.06,454.5
539,9031150A015    ,2023,39,5.866666666666666,0.425,0.425,0.53,1.0,サンボックス＃２４Ｂフタナシ,1.0,2.0,3.52,84.0,1.5333333333333334,1.0597777777777777,9.411640211640211,ＮＯＫ（株）,45,1.9995807127882597,2.758148577842077,0.03,0.7393823409462125,98.06,454.5
540,9033904A002    ,2023,39,2.05,0.03333333333333333,0.03333333333333333,0.61,1.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,1000.0,1.0,2.425,0.85,サトープレス工業（株）,2,3.9754098360655736,8.6754126110876,0.0,0.21425780975720818,98.06,454.5
541,9034108A006    ,2023,39,4.05,0.175,0.15,0.53,3.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,1000.0,1.125,1.69625,3.5164999999999997,（株）杉浦製作所,8,3.2004716981132075,11.181683022754035,0.12,0.3087888624488045,98.06,454.5
542,9034108A010    ,2023,39,1.2098765432098766,0.04938271604938271,0.012345679012345678,0.47,1.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,1000.0,1.0,1.2500000000000004,0.7749999999999999,（株）杉浦製作所,2,2.6595744680851077,15.156611878607913,0.12,0.07764148541102003,98.06,454.5
543,9034114A004    ,2023,39,1.25,0.041666666666666664,0.013888888888888888,0.5,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500.0,2.5,1.9849999999999999,0.387,（株）青山製作所,2,3.9699999999999998,28.66840970597679,0.08,0.043474843813412,98.06,454.5
544,9034118A024    ,2023,39,5.866666666666666,0.1,0.1,0.52,3.0,ＴＰ１３１フタナシ,1.0,6.0,5.76,200.0,3.0,2.1783333333333332,2.029166666666667,（株）青山製作所,6,4.189102564102564,25.661276016670104,0.08,0.22476850202796644,98.06,454.5
545,9036324A003    ,2023,39,9.716666666666667,0.725,0.6916666666666667,0.74,1.0,テンバコ１０フタナシ,1.0,8.0,9.0,22.0,4.012987012987013,1.0155844155844156,16.12514757969303,日本精工（株）,77,1.3724113724113725,4.820627715136429,0.09,1.2713942268973744,98.06,454.5
546,9036324A004    ,2023,39,23.416666666666668,1.1833333333333333,1.1416666666666666,0.74,1.0,テンバコ１０フタナシ,1.0,8.0,9.0,30.0,4.008196721311475,1.179016393442623,26.582513661202185,日本精工（株）,122,1.593265396544085,7.047239238580767,0.09,2.0015649309991783,98.06,454.5
547,9036324A005    ,2023,39,20.716666666666665,0.8833333333333333,0.8666666666666667,0.69,1.0,サンボックス＃Ｋ１０Ｂフタナシ,1.0,8.0,9.0,22.0,4.078651685393258,1.276067415730337,20.030132788559754,日本精工（株）,89,1.849373066275851,8.27420043006366,0.09,1.7587090264344314,98.06,454.5
548,9036340A010    ,2023,39,18.941666666666666,0.8833333333333333,0.8666666666666667,0.74,3.0,ｻﾝﾎﾞｯｸｽ＃K-10Bﾌﾀﾅｼ,1.0,8.0,9.0,80.0,4.104651162790698,1.321279069767442,19.67936046511628,日本精工（株）,86,1.785512256442489,7.700114726895825,0.09,1.6997184039269986,98.06,454.5
549,9036345A004    ,2023,39,12.433333333333334,0.3333333333333333,0.38333333333333336,0.64,1.0,サンボックス＃９Ｂフタナシ,1.0,1.0,2.29,90.0,1.0,1.5247058823529414,8.37156862745098,岡谷鋼機（株）,34,2.382352941176471,4.514242002811345,0.0,0.9345286939320382,98.06,454.5
550,9036628A005    ,2023,39,4.771186440677966,0.3050847457627119,0.2542372881355932,0.62,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,60.0,1.0,1.222857142857143,6.091071428571429,（株）ジェイテクト,28,1.9723502304147469,2.701062896692911,0.0,0.524497102116972,98.06,454.5
551,9036628A006    ,2023,39,4.25,0.21666666666666667,0.19166666666666668,0.62,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,80.0,1.0,1.5175,4.41875,（株）ジェイテクト,20,2.4475806451612905,3.3165878164171096,0.0,0.534169549315429,98.06,454.5
552,9036628A007    ,2023,39,7.625,0.2916666666666667,0.25833333333333336,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,72.0,1.0,1.5222222222222226,5.871913580246913,（株）ジェイテクト,27,2.6705653021442504,4.47777425347773,0.0,0.7164142523193187,98.06,454.5
553,9036628A008    ,2023,39,5.05,0.21666666666666667,0.19166666666666668,0.58,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,100.0,1.0,1.5563157894736843,4.45578947368421,（株）ジェイテクト,19,2.683303085299456,3.90812743876113,0.0,0.5881183975450082,98.06,454.5
554,9036630A017    ,2023,39,11.266666666666667,0.5333333333333333,0.475,0.6,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,72.0,1.0,1.4316000000000002,11.135833333333332,（株）ジェイテクト,50,2.3860000000000006,3.4887891682386005,0.0,0.7421355179307294,98.06,454.5
555,9036630A018    ,2023,39,15.806722689075631,1.0252100840336134,0.8907563025210085,0.34,3.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,38.0,1.0,1.113921568627451,21.212590299277608,（株）ジェイテクト,102,3.276239907727797,2.5695089349372644,0.0,0.6362715967583942,98.06,454.5
556,9036652A003    ,2023,39,9.0,0.35,0.31666666666666665,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,60.0,1.0,1.5243750000000003,7.228125,（株）ジェイテクト,32,2.6743421052631584,4.293573057829062,0.0,0.757377850674124,98.06,454.5
