,品番,Year,Week_Number,在庫数（箱）,入庫数（箱）,出庫数（箱）,基準在庫日数,基準在庫枚数,箱種類,A,B,C,収容数,納入便,社内LT（検収～回収LT）,日量数（箱数）,仕入先名,かんばん数,実績LT/設計値LT,順立装置在庫量/設計値MIN,不等ピッチ,順立装置在庫量/設計値MAX,AVAILABLE_RATE,KAKO_CNT
184,35409ECB010    ,2023,37,3.0083333333333333,0.075,0.06666666666666667,0.66,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.26,200.0,1.0,3.0844444444444443,1.7105555555555556,サンコール（株）,9,4.673400673400673,5.394748115574134,0.0,0.4183568137715704,90.551,445.7
185,35441ECB010    ,2023,37,21.733333333333334,0.6333333333333333,0.7166666666666667,0.67,3.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,48.0,1.0,2.221530612244898,17.001062925170068,（株）ニフコ,98,3.3157173317088025,4.071182941440188,0.0,0.9913802070018067,90.551,445.7
186,35441TFA010    ,2023,37,3.566666666666667,0.125,0.14166666666666666,0.67,1.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,100.0,1.0,2.2173684210526314,3.4478947368421053,（株）ニフコ,19,3.3095051060487033,3.2944193217288102,0.0,0.5158086583534321,90.551,445.7
187,3548255A010    ,2023,37,4.233333333333333,0.06666666666666667,0.058333333333333334,0.57,1.0,ＡＷ１３１フタナシ,1.0,1.0,1.78,300.0,1.0,3.57125,1.46375,サトープレス工業（株）,8,6.265350877192983,10.403291372026203,0.0,0.354543734354311,90.551,445.7
188,35482TFA010    ,2023,37,1.0,0.06060606060606061,0.0,0.66,1.0,ＡＷ１３１フタナシ,1.0,1.0,1.78,1000.0,1.0,7.095000000000001,0.369,サトープレス工業（株）,2,10.75,9.748298921838137,0.0,0.0986606917467573,90.551,445.7
189,35501ECB010    ,2023,37,3.941666666666667,0.175,0.15,0.6,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.38,100.0,1.0,2.1238095238095234,3.671904761904762,大橋鉄工（株）,21,3.539682539682539,4.510363346479819,0.0,0.4711607760513132,90.551,445.7
190,35505ECB010    ,2023,37,11.525,0.6333333333333333,0.6333333333333333,0.81,1.0,ＴＰ１３１フタナシ,1.0,2.0,2.34,24.0,1.4588235294117646,1.5045882352941176,14.82892156862745,中庸スプリング（株）,85,1.8575163398692809,4.653876934241002,0.1,0.8997029288434685,90.551,445.7
191,35556ECB010    ,2023,37,3.7583333333333333,0.15833333333333333,0.15,0.75,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,100.0,1.4736842105263157,2.0938461538461537,3.5115384615384615,（株）ギフ加藤製作所,19,2.7917948717948717,4.4595046854083,0.12,0.5880802772376666,90.551,445.7
192,35557ECB010    ,2023,37,6.805084745762712,0.2796610169491525,0.3220338983050847,0.89,1.0,ＴＰ１３１フタナシ,1.0,2.0,4.94,46.0,1.4545454545454546,1.8869230769230767,7.135451505016722,小川工業（株）,44,2.120138288677614,3.211113303147956,0.05,0.9536792496227234,90.551,445.7
193,35580ECB011    ,2023,37,32.03333333333333,2.6666666666666665,2.533333333333333,0.9,3.0,ＴＰ３４２フタアリ,1.0,4.0,8.04,6.0,2.453216374269006,2.0027272727272725,58.82551319648094,アイシン精機（株）,342,2.225252525252525,2.4095057616570057,0.14,1.597102170973439,90.551,445.7
194,35595ECB010    ,2023,37,7.183333333333334,0.4166666666666667,0.36666666666666664,0.57,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.78,40.0,1.0,1.5208000000000002,8.911,サトープレス工業（株）,50,2.668070175438597,2.8997114282538727,0.0,0.5860949829916225,90.551,445.7
195,3559850A010    ,2023,37,2.379166666666667,0.075,0.075,0.9,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.92,100.0,1.5,1.9765000000000001,3.6865,アイコー（株）,20,2.196111111111111,2.6234664896492994,0.32,0.5115341740041244,90.551,445.7
196,35771ECB010    ,2023,37,19.452173913043477,3.9043478260869566,3.8521739130434782,0.79,3.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,4.0,3.583497053045187,0.8086199095022625,87.61142533936652,アイシン機工（株）,509,1.0235695056990664,2.2502819754064687,0.12,0.9161397875220095,90.551,445.7
197,35771ECE010    ,2023,37,48.025,3.2,3.1666666666666665,0.79,2.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,6.0,3.6178489702517163,1.4323746701846967,75.64819700967459,アイシン機工（株）,437,1.8131324939046793,6.434255991621533,0.12,2.104080350830063,90.551,445.7
198,35847ECB010    ,2023,37,4.983333333333333,0.23333333333333334,0.23333333333333334,0.51,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,80.0,1.0,2.2947058823529414,4.273529411764706,（株）メタルテック,29,4.499423298731258,4.021010829753739,0.0,0.5857083219615634,90.551,445.7
199,35847ECB020    ,2023,37,4.816666666666666,0.24166666666666667,0.2,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,70.0,1.0,2.0094117647058827,4.946218487394958,（株）メタルテック,29,4.018823529411765,3.3579582957416974,0.0,0.5632548196775923,90.551,445.7
200,35847ECE010    ,2023,37,15.375,0.5416666666666666,0.4666666666666667,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,40.0,1.0,2.417948717948718,11.267948717948718,（株）メタルテック,65,4.835897435897436,4.705136907027201,0.0,0.9297623892215923,90.551,445.7
201,35847ECE020    ,2023,37,11.841666666666667,0.35833333333333334,0.30833333333333335,0.49,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,60.0,1.0,2.9928000000000003,7.4,（株）メタルテック,43,6.107755102040817,5.518018018018017,0.0,0.8911537183807129,90.551,445.7
202,35882ECB010    ,2023,37,6.808333333333334,0.36666666666666664,0.3333333333333333,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,50.0,1.0,1.9830769230769232,6.857692307692308,（株）メタルテック,45,3.9661538461538464,3.4234565274849955,0.0,0.6408426107669335,90.551,445.7
203,36108ECB010    ,2023,37,3.066666666666667,0.08333333333333333,0.1,0.64,1.0,ＴＰ３３１．５フタナシ,1.0,1.0,1.97,150.0,1.0,2.6923076923076925,2.3446153846153845,（株）オーハシテクニカ,13,4.206730769230769,4.4039107906124535,0.0,0.44666111711714346,90.551,445.7
204,41310ECB010    ,2023,37,51.4,7.3,7.541666666666667,0.69,2.0,サンボックス＃２４Ａフタアリ,1.0,4.0,4.0,2.0,2.4961089494163424,0.9843233944954127,174.89965596330276,（株）オンド,1028,1.4265556441962504,2.351062371936726,0.05,0.9375976047612503,90.551,445.7
205,41310ECE010    ,2023,37,144.76666666666668,9.566666666666666,9.583333333333334,0.7,3.0,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1.0,4.0,4.0,2.0,2.4942878903274943,1.6134538878842677,225.4620253164557,（株）オンド,1313,2.304934125548954,5.1367113007513865,0.05,1.989227513714736,90.551,445.7
206,5040056001E    ,2023,37,4.883333333333334,0.26666666666666666,0.25,0.58,3.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,300.0,1.0,2.42,6.448989898989899,サトープレス工業（株）,33,4.172413793103448,2.723829237964472,0.0,0.5142912246764094,90.551,445.7
207,82125ECB010    ,2023,37,3.033333333333333,0.16666666666666666,0.15,0.58,1.0,ＴＰ３３２フタアリ,1.0,1.0,1.79,100.0,1.0,1.9310000000000003,3.4975,矢崎総業（株）,20,3.329310344827587,3.108552533256815,0.0,0.4473330998534432,90.551,445.7
208,82125ECE010    ,2023,37,6.741666666666666,0.21666666666666667,0.2,0.58,1.0,ＴＰ３３２フタアリ,1.0,1.0,1.79,100.0,1.0,2.2961538461538464,4.473076923076923,矢崎総業（株）,26,3.958885941644563,5.402026440497579,0.0,0.6675738931689806,90.551,445.7
209,82821CWA030    ,2023,37,9.55,0.175,0.16666666666666666,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,200.0,1.4782608695652173,3.818695652173913,4.009347826086957,石黒ゴム工業（株）,23,4.600838135149293,10.266954848769833,0.29,0.7657092988024135,90.551,445.7
210,82821ECB010    ,2023,37,4.991666666666666,0.08333333333333333,0.08333333333333333,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,400.0,1.5,4.446666666666666,1.9927083333333335,石黒ゴム工業（株）,12,5.357429718875502,10.797267336013118,0.29,0.4197056113827704,90.551,445.7
211,82821ECB020    ,2023,37,9.833333333333334,0.175,0.16666666666666666,0.87,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.64,200.0,1.5217391304347827,4.07391304347826,4.011086956521739,石黒ゴム工業（株）,23,4.682658670664667,10.566975468419928,0.29,0.769848657923399,90.551,445.7
212,82821ECB040    ,2023,37,3.8583333333333334,0.15,0.15,0.83,1.0,ＴＰ３４２フタナシ,1.0,2.0,3.64,100.0,1.5,2.3794999999999997,3.464,石黒ゴム工業（株）,20,2.866867469879518,4.8010239972392545,0.29,0.5753361854482777,90.551,445.7
213,82821ECB050    ,2023,37,17.083333333333332,0.35833333333333334,0.3416666666666667,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,100.0,1.4893617021276595,3.361489361702127,8.084468085106382,石黒ゴム工業（株）,47,4.0499871827736476,9.108213019842157,0.29,1.260328192807375,90.551,445.7
214,82821ECE010    ,2023,37,33.141666666666666,0.39166666666666666,0.38333333333333336,1.07,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,50.0,1.4901960784313726,5.167254901960784,9.16156862745098,石黒ゴム工業（株）,51,4.829210188748396,15.592527579417203,0.29,1.6063709786579965,90.551,445.7
215,82821XAE010    ,2023,37,19.533333333333335,0.35,0.35833333333333334,0.87,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.64,100.0,1.4680851063829787,3.6448936170212765,8.104042553191489,石黒ゴム工業（株）,47,4.189532893127904,10.389309007970745,0.29,1.3156832040623645,90.551,445.7
216,82821XAE020    ,2023,37,1.3416666666666666,0.041666666666666664,0.03333333333333333,0.81,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,400.0,1.2,4.046,0.761,石黒ゴム工業（株）,5,4.995061728395061,7.599271980304195,0.29,0.16733555196940952,90.551,445.7
217,82824ECB010    ,2023,37,7.538461538461538,0.5299145299145299,0.46153846153846156,0.57,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,32.0,1.0,1.3193548387096774,11.18649193548387,矢崎総業（株）,62,2.314657611771364,2.4153752188356137,0.0,0.5323324244853431,90.551,445.7
218,82824ECB020    ,2023,37,21.291666666666668,0.9666666666666667,0.85,0.58,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,40.0,1.0,1.8213793103448277,20.171120689655172,矢崎総業（株）,116,3.1403091557669445,3.783340480550875,0.0,0.852928413744291,90.551,445.7
219,82824ECE010    ,2023,37,14.866666666666667,0.6166666666666667,0.575,0.36,1.0,ＴＰ３３２,1.0,1.0,3.25,45.0,1.0,2.1418072289156624,10.360642570281124,住友電装（株）,83,5.949464524765729,3.376276318729678,0.0,1.0429125044617673,90.551,445.7
220,9010506A003    ,2023,37,2.0083333333333333,0.016666666666666666,0.025,0.52,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000.0,3.6666666666666665,8.92,0.763,（株）青山製作所,3,17.153846153846153,23.362311647421034,0.08,0.08536063671708032,90.551,445.7
221,9010506A089    ,2023,37,3.0,0.05,0.05,0.5,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500.0,3.4285714285714284,5.541666666666667,1.1722222222222223,（株）青山製作所,7,11.083333333333334,22.71516307243613,0.08,0.13061000129795086,90.551,445.7
222,9010508A014    ,2023,37,25.175,1.6291666666666667,1.6166666666666667,0.54,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500.0,3.4930747922437675,1.3925,61.057993827160495,（株）青山製作所,361,2.5787037037037037,3.6595821702666904,0.08,1.4906315951096023,90.551,445.7
223,9010508A042    ,2023,37,2.3220338983050848,0.2711864406779661,0.2542372881355932,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,300.0,3.4722222222222223,1.1140625,5.898958333333333,（株）青山製作所,36,2.102004716981132,3.493797915420373,0.08,0.4866051668202393,90.551,445.7
224,9010512A018    ,2023,37,21.408333333333335,2.2583333333333333,2.375,0.74,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,200.0,3.490566037735849,1.097777777777778,55.741875,（株）青山製作所,318,1.4834834834834838,3.408833895512275,0.08,1.3824100060554214,90.551,445.7
225,9011906A065    ,2023,37,2.05,0.10833333333333334,0.11666666666666667,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1000.0,3.0714285714285716,2.34,2.4700714285714285,（株）青山製作所,14,4.415094339622641,7.366291541905985,0.08,0.2594452733485823,90.551,445.7
226,9014908A008    ,2023,37,3.425531914893617,0.11702127659574468,0.11702127659574468,0.52,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,800.0,3.3846153846153846,1.955,3.0106249999999997,（株）青山製作所,13,3.7596153846153846,10.098942718582586,0.08,0.318617237167102,90.551,445.7
227,9015905A007    ,2023,37,4.65,0.1,0.10833333333333334,0.53,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000.0,3.6666666666666665,3.700714285714286,2.4188571428571426,（株）青山製作所,15,6.982479784366578,17.062681634998054,0.08,0.2644033384673946,90.551,445.7
228,9015906A021    ,2023,37,4.85,0.25,0.24166666666666667,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1200.0,3.6470588235294117,1.7937931034482757,5.6066091954022985,（株）青山製作所,34,3.4496021220159148,7.677962878776619,0.08,0.5453894337594383,90.551,445.7
229,9015906A022    ,2023,37,5.866666666666666,0.35,0.3333333333333333,0.51,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500.0,3.6,1.651818181818182,8.100681818181819,（株）青山製作所,50,3.238859180035651,6.427978173428245,0.08,0.7169224496673238,90.551,445.7
230,9015906A023    ,2023,37,4.383333333333334,0.09166666666666666,0.075,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1300.0,3.769230769230769,4.235454545454545,2.047972027972028,（株）青山製作所,13,8.145104895104895,18.997000404498866,0.08,0.2254716698937249,90.551,445.7
231,9020150A002    ,2023,37,5.225,0.13333333333333333,0.15,0.73,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100.0,1.0,2.24,3.836666666666667,（株）ムロコーポレーション,20,3.068493150684932,7.872018802448736,0.0,0.4390564887746631,90.551,445.7
232,9020156A001    ,2023,37,5.225,0.13333333333333333,0.15,0.75,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100.0,1.0,2.8777777777777778,3.3855555555555554,（株）ムロコーポレーション,20,3.837037037037037,8.920932367855428,0.0,0.41881196915249314,90.551,445.7
233,9020156A002    ,2023,37,4.683168316831683,0.2079207920792079,0.1782178217821782,0.73,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100.0,1.0,2.80375,4.35125,（株）ムロコーポレーション,28,3.8407534246575343,6.2212782744068065,0.0,0.434024922935752,90.551,445.7
234,9025006A007    ,2023,37,3.135135135135135,0.15315315315315314,0.13513513513513514,0.76,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,200.0,1.6470588235294117,2.2808333333333333,3.214166666666667,（株）ギフ加藤製作所,17,3.00109649122807,4.06421459053038,0.12,0.5375740348814252,90.551,445.7
235,9030106A018    ,2023,37,2.2083333333333335,0.09166666666666666,0.08333333333333333,0.56,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,2000.0,1.5,3.266666666666667,2.135666666666667,ＮＯＫ（株）,12,5.833333333333333,4.575333118781863,0.03,0.3840613250087836,90.551,445.7
236,9030111A014    ,2023,37,6.216666666666667,0.18333333333333332,0.175,0.56,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000.0,1.565217391304348,2.628695652173913,4.048260869565217,ＮＯＫ（株）,23,4.694099378881988,6.794862168608894,0.03,0.6891017774845007,90.551,445.7
237,9030115A011    ,2023,37,3.25,0.03333333333333333,0.041666666666666664,0.56,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000.0,2.0,4.464,0.9612,ＮＯＫ（株）,5,7.9714285714285715,14.961018490898178,0.03,0.20981713738666158,90.551,445.7
238,9030117A010    ,2023,37,4.416666666666667,0.05,0.041666666666666664,0.54,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000.0,1.3333333333333333,4.673333333333334,1.2898333333333334,ＮＯＫ（株）,6,8.654320987654321,15.15139387106107,0.03,0.27846426742797303,90.551,445.7
239,9030119A010    ,2023,37,1.5583333333333333,0.041666666666666664,0.041666666666666664,0.58,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000.0,1.25,3.8400000000000003,1.004,ＮＯＫ（株）,4,6.620689655172415,6.867808999988248,0.03,0.21001771471379638,90.551,445.7
240,9030119A011    ,2023,37,3.5,0.15,0.15,0.54,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,200.0,1.55,1.8125,3.4799999999999995,ＮＯＫ（株）,20,3.3564814814814814,4.450208524056556,0.03,0.5499505534380408,90.551,445.7
241,9031150A014    ,2023,37,6.05,0.4166666666666667,0.4083333333333333,0.54,1.0,サンボックス＃２４Ｂフタナシ,1.0,2.0,3.52,84.0,1.5454545454545454,1.4272727272727272,9.657792207792209,ＮＯＫ（株）,55,2.6430976430976427,2.7718458762061555,0.03,0.748425992980201,90.551,445.7
242,9031150A015    ,2023,37,5.205128205128205,0.4188034188034188,0.4017094017094017,0.53,1.0,サンボックス＃２４Ｂフタナシ,1.0,2.0,3.52,84.0,1.5185185185185186,1.3762962962962961,9.66600529100529,ＮＯＫ（株）,54,2.5967854647099924,2.3827362014883025,0.03,0.6760750438746935,90.551,445.7
243,9033106A003    ,2023,37,1.0,0.05263157894736842,0.0,0.67,3.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,5000.0,1.0,13.270000000000001,0.1034,サトープレス工業（株）,1,19.80597014925373,34.788416848726044,0.0,0.028655769173850786,90.551,445.7
244,9033904A002    ,2023,37,1.6779661016949152,0.0423728813559322,0.0423728813559322,0.61,1.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,1000.0,1.0,4.618,0.8922000000000001,サトープレス工業（株）,5,7.570491803278689,6.765130337001071,0.0,0.21786277590774877,90.551,445.7
245,9033904A003    ,2023,37,2.4833333333333334,0.025,0.016666666666666666,0.6,3.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,2000.0,1.0,17.02,0.421,サトープレス工業（株）,2,28.366666666666667,21.218179850418952,0.0,0.11464944511128079,90.551,445.7
246,9034108A006    ,2023,37,2.45,0.19166666666666668,0.15,0.53,3.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,1000.0,1.4782608695652173,2.362173913043478,3.6234782608695655,（株）杉浦製作所,23,4.456931911402789,6.564523381818774,0.12,0.28630069546966674,90.551,445.7
247,9034108A010    ,2023,37,1.1022727272727273,0.022727272727272728,0.011363636363636364,0.47,1.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,1000.0,1.5,5.43,0.756,（株）杉浦製作所,2,11.553191489361701,14.155657359540854,0.12,0.07564601810751617,90.551,445.7
248,9034114A004    ,2023,37,1.082191780821918,0.0273972602739726,0.0136986301369863,0.5,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500.0,5.0,2.515,0.412,（株）青山製作所,3,5.03,23.313719641995707,0.08,0.04624161064527717,90.551,445.7
249,9034118A024    ,2023,37,4.641666666666667,0.09166666666666666,0.1,0.52,3.0,ＴＰ１３１フタナシ,1.0,6.0,5.76,200.0,3.6923076923076925,3.397272727272728,2.269090909090909,（株）青山製作所,13,6.533216783216784,18.156268965255652,0.08,0.24891088756629032,90.551,445.7
250,9036324A003    ,2023,37,6.681034482758621,0.7241379310344828,0.6896551724137931,0.74,1.0,テンバコ１０フタナシ,1.0,8.0,9.0,22.0,4.467391304347826,1.069583333333333,15.807449494949497,日本精工（株）,92,1.4453828828828825,3.38120807402521,0.09,1.086786779767178,90.551,445.7
251,9036324A004    ,2023,37,17.258333333333333,1.2083333333333333,1.1666666666666667,0.74,1.0,テンバコ１０フタナシ,1.0,8.0,9.0,30.0,4.45625,1.2841599999999997,26.439733333333333,日本精工（株）,160,1.735351351351351,5.221938698322726,0.09,1.7523121664713182,90.551,445.7
252,9036324A005    ,2023,37,15.891666666666667,0.925,0.9,0.69,1.0,サンボックス＃Ｋ１０Ｂフタナシ,1.0,8.0,9.0,22.0,4.491803278688525,1.427578947368421,20.433492822966507,日本精工（株）,122,2.068954996186118,6.221811142852682,0.09,1.6219838793508103,90.551,445.7
253,9036340A010    ,2023,37,14.916666666666666,0.8916666666666667,0.85,0.74,3.0,ｻﾝﾎﾞｯｸｽ＃K-10Bﾌﾀﾅｼ,1.0,8.0,9.0,80.0,4.427350427350428,1.613978494623656,19.8002688172043,日本精工（株）,117,2.1810520197616974,6.0268542025876695,0.09,1.5715151559950977,90.551,445.7
254,9036345A004    ,2023,37,12.016666666666667,0.325,0.38333333333333336,0.64,1.0,サンボックス＃９Ｂフタナシ,1.0,1.0,2.29,90.0,1.0,2.3386,9.036,岡谷鋼機（株）,50,3.6540624999999998,4.042145052571432,0.0,0.8881533975175191,90.551,445.7
255,9036628A005    ,2023,37,6.175,0.275,0.25,0.62,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,60.0,1.0,2.1012121212121215,5.892424242424242,（株）ジェイテクト,33,3.3890518084066477,3.6136405954903754,0.0,0.6300579335440936,90.551,445.7
256,9036628A006    ,2023,37,4.425,0.2,0.19166666666666668,0.62,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,80.0,1.0,2.0304,4.452,（株）ジェイテクト,25,3.27483870967742,3.427363137838089,0.0,0.5461639265345705,90.551,445.7
257,9036628A007    ,2023,37,8.358333333333333,0.30833333333333335,0.25833333333333336,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,72.0,1.0,2.680540540540541,6.174924924924925,（株）ジェイテクト,37,4.7027027027027035,4.667561052300597,0.0,0.7495434733876515,90.551,445.7
258,9036628A008    ,2023,37,6.291666666666667,0.21666666666666667,0.19166666666666668,0.58,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,100.0,1.0,2.683846153846154,4.414230769230769,（株）ジェイテクト,26,4.627320954907162,4.914877230723317,0.0,0.6588257130260384,90.551,445.7
259,9036630A017    ,2023,37,11.808333333333334,0.525,0.4666666666666667,0.6,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,72.0,1.0,1.9360317460317462,11.356922398589065,（株）ジェイテクト,64,3.226719576719577,3.5853367114365753,0.0,0.7613316066049362,90.551,445.7
260,9036630A018    ,2023,37,17.425,1.0083333333333333,0.9,0.34,3.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,38.0,1.0,1.5153719008264463,21.371248368856026,（株）ジェイテクト,121,4.4569761789013125,2.8115440829425005,0.0,0.6900619823982328,90.551,445.7
261,9036652A003    ,2023,37,9.558333333333334,0.35833333333333334,0.31666666666666665,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,60.0,1.0,2.434418604651163,7.546899224806201,（株）ジェイテクト,43,4.270909832721339,4.367326120720648,0.0,0.7776332148603476,90.551,445.7
262,9036652A004    ,2023,37,7.708333333333333,0.35,0.3,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,63.0,1.0,2.1430952380952384,7.227513227513227,（株）ジェイテクト,42,3.7598162071846293,3.6776770838592414,0.0,0.6841777123551627,90.551,445.7
263,9036658A001    ,2023,37,5.945945945945946,0.3963963963963964,0.34234234234234234,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,45.0,1.0,1.5126666666666668,7.919506172839506,（株）ジェイテクト,45,2.653801169590644,2.5889571186761087,0.0,0.5452775850248738,90.551,445.7
264,9036658A002    ,2023,37,5.426086956521739,0.4956521739130435,0.391304347826087,0.59,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,36.0,1.0,1.5924561403508775,10.056530214424951,（株）ジェイテクト,57,2.6990782039845382,1.8605467570537273,0.0,0.43688640288536457,90.551,445.7
265,9036659A009    ,2023,37,21.291666666666668,1.075,0.9416666666666667,0.59,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,36.0,1.0,1.7768750000000002,22.608072916666668,（株）ジェイテクト,128,3.011652542372882,3.2474921900910974,0.0,0.7889902660849378,90.551,445.7
266,9036659A010    ,2023,37,20.533333333333335,1.0583333333333333,0.9416666666666667,0.59,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,36.0,1.0,1.7707812500000002,22.629774305555557,（株）ジェイテクト,128,3.0013241525423733,3.1288247397044104,0.0,0.7636023175598111,90.551,445.7
267,9050827A011    ,2023,37,2.65,0.075,0.06666666666666667,0.78,1.0,ＴＰ３３１フタナシ,1.0,8.0,11.12,200.0,5.5,3.1700000000000004,1.6364285714285713,（株）東郷製作所,10,4.064102564102565,10.688978107762763,0.08,0.2414500903962425,90.551,445.7
268,9052409A003    ,2023,37,1.2833333333333334,0.025,0.025,0.78,1.0,ＴＰ３３１フタナシ,1.0,8.0,11.12,500.0,4.75,4.546666666666667,0.7793333333333333,（株）東郷製作所,4,5.829059829059829,10.869350408094702,0.08,0.11660588593948813,90.551,445.7
269,9056439A005    ,2023,37,12.633333333333333,0.10833333333333334,0.11666666666666667,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,8.35,3.06,（株）ムロコーポレーション,16,8.978494623655914,23.864394826652557,0.0,0.4665638409533481,90.551,445.7
270,9056439A006    ,2023,37,3.6333333333333333,0.058333333333333334,0.08333333333333333,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,1.8350000000000002,0.525,（株）ムロコーポレーション,12,1.9731182795698925,40.00367006147353,0.0,0.0895904449528169,90.551,445.7
271,9056450A002    ,2023,37,6.383333333333334,0.11666666666666667,0.11666666666666667,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,3.924285714285714,0.7185714285714285,（株）ムロコーポレーション,17,4.2196620583717355,51.3489391205752,0.0,0.12251270628338638,90.551,445.7
272,9056450A003    ,2023,37,7.35,0.008333333333333333,0.016666666666666666,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,14.05,2.64,（株）ムロコーポレーション,1,15.10752688172043,16.093011035207564,0.0,0.3896101617053271,90.551,445.7
273,9056451A083    ,2023,37,10.641666666666667,0.025,0.025,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,14.870000000000001,0.91,（株）ムロコーポレーション,1,15.989247311827958,67.59618031294332,0.0,0.1552356793894285,90.551,445.7
274,9056451A084    ,2023,37,10.75,0.041666666666666664,0.041666666666666664,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,4.4799999999999995,0.85,（株）ムロコーポレーション,2,4.817204301075268,73.1043862631758,0.0,0.14527638314086314,90.551,445.7
275,9056451A085    ,2023,37,10.483333333333333,0.03333333333333333,0.041666666666666664,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,14.51,0.79,（株）ムロコーポレーション,3,15.602150537634408,76.70544620862904,0.0,0.1352078494402388,90.551,445.7
276,9056451A086    ,2023,37,8.091666666666667,0.016666666666666666,0.03333333333333333,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,14.4,0.45,（株）ムロコーポレーション,1,15.483870967741934,103.93919931492185,0.0,0.07749770111739057,90.551,445.7
