="タイトル：かんばん手配品番一覧"

="ダウンロード日時：2023/07/12 13:19:36"

="手配担当工場：＜第１＞；手配担当整備室：＜第１工場＞；発注区分：＜かんばん＞；手配区分：＜仕入先手配：指定あり；仕入先直送：指定あり；仕入先支給：指定なし；他工場手配：指定なし；受給手配：指定なし；＞;品番上位桁：＜＞；仕入先ｺｰﾄﾞ：＜＞；"

="検索件数：＜  161＞；"
="IX000 処理が正常に完了しました；"

="品番",="加工図符号",="類別",="品名",="整備室",="整備室名",="手配区分",="工程内外製",="工程ｺｰﾄﾞ",="仕入先名/工場名",="発送場所",="発送場所名",="受給区分",="資材区分",="後工程内外製",="後工程ｺｰﾄﾞ",="後工程仕入先名/工場名",="受入場所",="受入場所名",="中継区分",="中継工場",="中継場所",="中継場所名","納入ｻｲｸﾙ.間隔","納入ｻｲｸﾙ.回数","納入ｻｲｸﾙ.情報","基準在庫.日数","基準在庫.枚数","MIN在庫日数","MAX在庫日数","便平均上限振れ率","便平均下限振れ率",="かんばん情報.仕入先",="かんばん情報.仕入先名",="かんばん情報.背番号",="かんばん情報.工場置場所",="かんばん情報.拠点置場所",="かんばん情報.品名略ｺｰﾄﾞ",="かんばん情報.品名略名",="かんばん情報.通箱ｺｰﾄﾞ",="かんばん情報.通箱名","かんばん情報.収容数",="かんばん情報.ｺﾝﾍﾞｱ区分",="かんばん情報.ﾌﾞﾛｯｸ区分",="かんばん情報.専用品区分",="かんばん情報.不良率","かんばん情報.保証率",="かんばん情報.設変符号",="かんばん情報.部品大別区分",="かんばん情報.部品大別名称",="かんばん情報.発注形態区分",="かんばん情報.発注形態名称",="かんばん情報.PLコード",="登録箱種",="縦(mm)",="横(mm)",="高(mm)",="容積(m3)",="総重量(Kg)",="パレタイズ発注",="箱数",="設定計画NO",="設定日",="設定担当部署コード",="担当部署名",="設定担当者コード",="担当者名"
="G1117-0LC010",="",="","RING, REVOLUTION SENSOR ROTOR END, RH",="1Z",="第１工場",="手配",="Ｐ",="2411",="アイコー（株）",="01",="",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","02"," 3.92","  1.72"," 4.0","  1.22","  1.22","1.10","0.50",="031",="アイコー（株）",="166",="R-S-3-2",="10034",="1384","ﾘﾝｸﾞ,ﾚﾎﾞﾘｭｰｼｮﾝｾﾝｻｰﾛｰﾀｰｴﾝﾄﾞ",="012",="TP-131 ﾊﾝﾖｳ","     60",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="TP131",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   2.370",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="82125-0LC030",="",="","WIRE, TRANSMISSION",="1Z",="第１工場",="手配",="Ｐ",="2506",="住友電装（株）",="01",="",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","02"," 5.38","  1.61"," 4.0","  1.11","  1.11","1.10","0.50",="097",="住友電装（株）",="219",="M-S-3-1",="50006",="6402",="ﾜｲﾔ-T/M",="022",="TP-362 ﾊﾝﾖｳ","     25",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="TP362",=" 670.000",=" 335.000",=" 195.000",="   0.044",="   5.330",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="82125-8LA050",="",="","WIRE, TRANSMISSION",="1Z",="第１工場",="手配",="Ｐ",="2506",="住友電装（株）",="01",="",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","02"," 5.38","  1.61"," 4.0","  1.11","  1.11","1.10","0.50",="097",="住友電装（株）",="220",="",="",="6400",="ﾜｲﾔ- ｱﾂｼ-",="137",="TP342.5","     25",="",="",="",="00"," 0.5",="",="",="",="",="",="",="TP342.5",=" 503.000",=" 335.000",=" 262.000",="   0.044",="   5.330",="しない",="",="MASTER01",="2023/01/18",="NE00",="１工工務Ｇ",="35502",="有馬　嘉孝"
="G1144-34010",="",="","TERMINAL, MOTOR CABLE",="1Z",="第１工場",="手配",="Ｐ",="2508",="住友電気工業（株）",="01",="",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","01"," 2.26","  1.39"," 4.0","  0.89","  0.89","1.10","0.50",="623",="住友電気工業（株）",="215",="M-S-7-1",="20019",="0033","ﾀｰﾐﾅﾙ,ﾓｰﾀｰｹｰﾌﾞﾙ",="014",="TP-331 ﾊﾝﾖｳ","      6",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="TP331",=" 335.000",=" 335.000",=" 103.000",="   0.012",="   2.490",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="G1144-34020",="",="","TERMINAL, MOTOR CABLE",="1Z",="第１工場",="手配",="Ｐ",="2508",="住友電気工業（株）",="01",="",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","01"," 2.26","  1.39"," 4.0","  0.89","  0.89","1.10","0.50",="623",="住友電気工業（株）",="217",="",="",="0033","ﾀｰﾐﾅﾙ,ﾓｰﾀｰ ｹｰﾌﾞﾙ",="014",="TP-331 ﾊﾝﾖｳ","      6",="",="",="",="00"," 0.5",="",="",="",="",="",="",="TP331",=" 335.000",=" 335.000",=" 103.000",="   0.012",="   2.490",="しない",="",="MASTER01",="2023/01/18",="NE00",="１工工務Ｇ",="35502",="有馬　嘉孝"
="G115A-34010",="",="","PLATE, MOTOR TERMINAL BUS BAR",="1Z",="第１工場",="手配",="Ｐ",="2508",="住友電気工業（株）",="01",="",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","01"," 2.26","  1.39"," 4.0","  0.89","  0.89","1.10","0.50",="623",="住友電気工業（株）",="216",="M-S-8-1",="20021",="9125",="ﾊﾞｽﾊﾞｰｲﾝﾊﾞｰﾀｰ",="014",="TP-331 ﾊﾝﾖｳ","     54",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="TP331",=" 335.000",=" 335.000",=" 103.000",="   0.012",="   2.160",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="35634-0LC020",="",="","PLATE, K-0 CLUTCH",="1Z",="第１工場",="手配",="Ｐ",="3010",="（株）ダイナックス",="01",="豊田営業所",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","01"," 2.21","  1.39"," 2.0","  0.89","  0.89","1.10","0.50",="027",="（株）ダイナックス",="109",="R-T-3-2",="30044",="9214",="ﾌﾟﾚｰﾄK-0ｸﾗｯﾁ",="016",="TP-332 ﾊﾝﾖｳ","    140",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="TP332",=" 335.000",=" 335.000",=" 195.000",="   0.022",="  11.940",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="35634-0LC030",="",="","PLATE, K-0 CLUTCH",="1Z",="第１工場",="手配",="Ｐ",="3010",="（株）ダイナックス",="01",="豊田営業所",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","01"," 2.21","  1.39"," 2.0","  0.89","  0.89","1.10","0.50",="027",="（株）ダイナックス",="110",="R-T-3-3",="30045",="9214",="ﾌﾟﾚｰﾄK-0ｸﾗｯﾁ",="016",="TP-332 ﾊﾝﾖｳ","    140",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="TP332",=" 335.000",=" 335.000",=" 195.000",="   0.022",="  11.940",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="35883-0LC030",="",="","DISC, K-0 CLUTCH",="1Z",="第１工場",="手配",="Ｐ",="3010",="（株）ダイナックス",="01",="豊田営業所",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","01"," 2.21","  1.39"," 2.0","  0.89","  0.89","1.10","0.50",="027",="（株）ダイナックス",="111",="R-T-3-1",="30046",="7869",="ﾃﾞｽｸK-0ｸﾗｯﾁ",="016",="TP-332 ﾊﾝﾖｳ","    200",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="TP332",=" 335.000",=" 335.000",=" 195.000",="   0.022",="   7.480",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="35883-0LC040",="",="","DISC, K-0 CLUTCH",="1Z",="第１工場",="手配",="Ｐ",="3010",="（株）ダイナックス",="01",="豊田営業所",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","01"," 2.21","  1.39"," 2.0","  0.89","  0.89","1.10","0.50",="027",="（株）ダイナックス",="112",="R-T-3-4",="30047",="7869",="ﾃﾞｽｸK-0ｸﾗｯﾁ",="016",="TP-332 ﾊﾝﾖｳ","    240",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="TP332",=" 335.000",=" 335.000",=" 195.000",="   0.022",="   8.560",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="G1134-0LC010",="",="","PLATE, MOTOR ROTOR END, LH",="1Z",="第１工場",="手配",="Ｐ",="3031",="太平洋工業（株）",="01",="養老工場",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","01"," 2.03","  1.37"," 3.0","  0.87","  0.87","1.10","0.50",="804",="太平洋工（株）",="229",="R-S-2-1",="30031",="0136","ﾌﾟﾚｰﾄ,ﾓｰﾀｰﾛｰﾀｰｴﾝﾄﾞ,LH",="056",="TP-331-5 ﾊﾝﾖｳ","     24",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="TP331.5",=" 335.000",=" 335.000",=" 149.000",="   0.017",="  11.790",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="G1137-0LC010",="",="","PLATE, MOTOR ROTOR MAGNET END",="1Z",="第１工場",="手配",="Ｐ",="3031",="太平洋工業（株）",="01",="養老工場",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","01"," 2.03","  1.37"," 3.0","  0.87","  0.87","1.10","0.50",="804",="太平洋工（株）",="230",="R-S-1-1",="60032",="0136","ﾌﾟﾚｰﾄ,ﾓｰﾀｰﾛｰﾀｰｴﾝﾄﾞ,LH",="107",="TP-343 ﾊﾝﾖｳ","     24",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="TP343",=" 503.000",=" 335.000",=" 288.000",="   0.049",="  10.900",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="G1172-34010",="",="","ROTOR, MOTOR REVOLUTION SENSOR",="1Z",="第１工場",="手配",="Ｐ",="3102",="多摩川精機販売（株）",="01",="",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","01"," 3.05","  1.47"," 4.0","  0.97","  0.97","1.10","0.50",="619",="多摩川精機販売（株）",="228",="R-S-3-1",="30035",="1105","ﾛｰﾀｰ,ﾓｰﾀｰﾚﾎﾞﾘｭｰｼｮﾝｾﾝｻｰ",="016",="TP-332 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="TP332",=" 335.000",=" 335.000",=" 199.000",="   0.022",="  22.790",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="G1173-34010",="",="","SENSOR, MOTOR REVOLUTION",="1Z",="第１工場",="手配",="Ｐ",="3102",="多摩川精機販売（株）",="01",="",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","01"," 3.05","  1.47"," 4.0","  0.97","  0.97","1.10","0.50",="619",="多摩川精機販売（株）",="227",="M-S-4-1",="30008",="3306","ｾﾝｻｰ,ﾓｰﾀｰﾚﾎﾞﾘｭｰｼｮﾝ",="016",="TP-332 ﾊﾝﾖｳ","     20",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="TP332",=" 335.000",=" 335.000",=" 195.000",="   0.022",="   4.730",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="G1173-34020",="",="","SENSOR, MOTOR REVOLUTION",="1Z",="第１工場",="手配",="Ｐ",="3102",="多摩川精機販売（株）",="01",="",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","01"," 3.05","  1.47"," 4.0","  0.97","  0.97","1.10","0.50",="619",="多摩川精機販売（株）",="229",="",="",="3306","ｾﾝｻｰ,ﾓｰﾀｰ ﾚﾎﾞﾘｭｰｼｮﾝ",="016",="TP-332 ﾊﾝﾖｳ","     20",="",="",="",="00"," 0.5",="",="",="",="",="",="",="TP332",=" 335.000",=" 335.000",=" 195.000",="   0.022",="   4.730",="しない",="",="MASTER01",="2023/01/18",="NE00",="１工工務Ｇ",="35502",="有馬　嘉孝"
="Y0217-20076",="",="","CAP, SHIPPING",="1Z",="第１工場",="手配",="Ｐ",="3227",="（株）チューゲン",="01",="本社工場",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","01"," 1.00","  1.50"," 1.0","  1.00","  1.00","1.00","0.50",="305",="（株）チューゲン",="001",="SHIZAI",="30121",="9998",="ｷｬｯﾌﾟｼｯﾋﾟﾝｸﾞ",="016",="TP-332 ﾊﾝﾖｳ","    500",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="",="   0.000",="   0.000",="   0.000",="   0.000",="   0.000",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="90521-99A309",="",="","RING, HOLE SNAP",="1Z",="第１工場",="手配",="Ｐ",="3236",="中庸スプリング（株）",="01",="",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","02"," 2.34","  1.40"," 2.0","  0.90","  0.90","1.10","0.50",="038",="中庸スプリング（株）",="232",="R-T-6-1",="20065",="1396",="ﾘﾝｸﾞﾎ-ﾙｽﾅﾂﾌﾟ",="014",="TP-331 ﾊﾝﾖｳ","     50",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="TP331",=" 335.000",=" 335.000",=" 103.000",="   0.012",="   3.810",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="90560-42A001",="",="",="SPACER",="1Z",="第１工場",="手配",="Ｐ",="3236",="中庸スプリング（株）",="01",="",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","02"," 2.34","  1.40"," 4.0","  0.90","  0.90","1.10","0.50",="038",="中庸スプリング（株）",="233",="M-S-17-1",="20083",="0530",="ｽﾍﾟ-ｻ-",="014",="TP-331 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="TP331",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   1.640",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="35246-TFG010",="",="","VALVE SUB-ASSY, ACCUMULATOR CHECK",="1Z",="第１工場",="手配",="Ｐ",="3836",="（株）東郷製作所",="01",="",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","08","11.12","  1.32"," 2.0","  0.82","  0.82","1.10","0.50",="041",="（株）東郷製作所",="139",="V-T-2-4",="10093",="7007",="ﾊﾞﾙﾌﾞS/Aｱｷｭｰﾑﾚｰﾀｰﾁｪｯｸ",="012",="TP-131 ﾊﾝﾖｳ","   3000",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   1.600",="しない",="",="MASTER01",="2023/05/26",="NE00",="１工工務Ｇ",="41943",="伊藤　真和"
="35603-0LC020",="",="","SPRING SUB-ASSY, CLUTCH RETURN",="1Z",="第１工場",="手配",="Ｐ",="3836",="（株）東郷製作所",="01",="",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","08","11.12","  1.32"," 4.0","  0.82","  0.82","1.10","0.50",="041",="（株）東郷製作所",="137",="R-S-5-1",="30039",="1560",="ｽﾌﾟﾘﾝｸﾞS/Aﾘﾀｰﾝ",="063",="AW-332 ﾊﾝﾖｳ","     63",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="AW331",=" 335.000",=" 335.000",=" 195.000",="   0.022",="   3.600",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="90501-06A019",="",="","SPRING, COMPRESSION",="1Z",="第１工場",="手配",="Ｐ",="3836",="（株）東郷製作所",="01",="",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","08","11.12","  1.32"," 6.0","  0.82","  0.82","1.10","0.50",="041",="（株）東郷製作所",="138",="V-S-4-4",="10090",="1561",="ｽﾌﾟﾘﾝｸﾞｺﾝﾌﾟﾚﾂｼﾖﾝ",="052",="AW-131 ﾊﾝﾖｳ","    500",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   0.640",="しない",="",="MASTER01",="2023/05/26",="NE00",="１工工務Ｇ",="41943",="伊藤　真和"
="90501-19A022",="",="","SPRING, COMPRESSION",="1Z",="第１工場",="手配",="Ｐ",="3836",="（株）東郷製作所",="01",="",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","08","11.12","  1.32"," 6.0","  0.82","  0.82","1.10","0.50",="041",="（株）東郷製作所",="140",="V-T-1-2",="20095",="1561",="ｽﾌﾟﾘﾝｸﾞｺﾝﾌﾟﾚﾂｼﾖﾝ",="052",="AW-131 ﾊﾝﾖｳ","    500",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="AW131",=" 335.000",=" 335.000",=" 103.000",="   0.012",="   3.350",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="90504-07A007",="",="","SPRING, COMPRESSION",="1Z",="第１工場",="手配",="Ｐ",="3836",="（株）東郷製作所",="01",="",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","08","11.12","  1.32"," 4.0","  0.82","  0.82","1.10","0.50",="041",="（株）東郷製作所",="150",="V-S-2-4",="10100",="1561",="ｽﾌﾟﾘﾝｸﾞｺﾝﾌﾟﾚﾂｼﾖﾝ",="052",="AW-131 ﾊﾝﾖｳ","   1000",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="AW131",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   1.030",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="90504-11A003",="",="","SPRING, COMPRESSION",="1Z",="第１工場",="手配",="Ｐ",="3836",="（株）東郷製作所",="01",="",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","08","11.12","  1.32"," 4.0","  0.82","  0.82","1.10","0.50",="041",="（株）東郷製作所",="151",="V-S-2-2",="10102",="1561",="ｽﾌﾟﾘﾝｸﾞｺﾝﾌﾟﾚﾂｼﾖﾝ",="052",="AW-131 ﾊﾝﾖｳ","   1000",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="AW131",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   2.070",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="0355 141 009R",="",="","RING, O",="1Z",="第１工場",="手配",="Ｐ",="4241",="ＮＯＫ（株）",="01",="",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","02"," 3.65","  1.39"," 2.0","  0.89","  0.89","1.10","0.50",="047",="ＮＯＫ（株）",="152",="F-T-1-1",="10014",="1410",="ﾘﾝｸﾞO",="012",="TP-131 ﾊﾝﾖｳ","   2000",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   0.560",="しない",="",="MASTER01",="2023/05/26",="NE00",="１工工務Ｇ",="41943",="伊藤　真和"
="3040 141 002R",="",="","RING, O",="1Z",="第１工場",="手配",="Ｐ",="4241",="ＮＯＫ（株）",="01",="",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","02"," 3.42","  1.03"," 3.0","  1.03","  1.03","1.10","0.50",="047",="ＮＯＫ（株）",="999",="F-T-1-2",="10507",="1410",="ﾘﾝｸﾞ O",="001",="ﾎﾟﾘﾊﾞｺ ﾊﾝﾖｳ","   2000",="",="",="",="00"," 0.8",="B",="08",="専用",="01",="後補充",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   0.720",="しない",="",="MASTER01",="2023/05/26",="NE00",="１工工務Ｇ",="41943",="伊藤　真和"
="35168-0LC030",="",="","GASKET, TRANSMISSION OIL PAN",="1Z",="第１工場",="手配",="Ｐ",="4241",="ＮＯＫ（株）",="01",="",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","02"," 3.65","  1.39"," 4.0","  0.89","  0.89","1.10","0.50",="047",="ＮＯＫ（株）",="162",="F-S-3-2",="50108",="9138",="ｶﾞｽｹｯﾄｵｲﾙｶﾊﾞｰ",="069",="ｻﾝﾎﾞﾂｸｽ","     24",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="その他",=" 445.000",=" 344.000",=" 217.000",="   0.033",="   2.910",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="35172-0LC010",="",="","GASKET, TRANSMISSION HOUSING COVER",="1Z",="第１工場",="手配",="Ｐ",="4241",="ＮＯＫ（株）",="01",="",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","02"," 3.65","  1.39"," 4.0","  0.89","  0.89","1.10","0.50",="047",="ＮＯＫ（株）",="160",="M-T-14-1",="10080",="3841",="ｶﾞｽｹｯﾄT/Mﾊｳｼﾞﾝｸﾞｶﾊﾞｰ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="TP131",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   0.620",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="90301-11A013",="",="","RING, O",="1Z",="第１工場",="手配",="Ｐ",="4241",="ＮＯＫ（株）",="01",="",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","02"," 3.65","  1.39"," 4.0","  0.89","  0.89","1.10","0.50",="047",="ＮＯＫ（株）",="161",="M-T-12-2",="10084",="1410",="ﾘﾝｸﾞO",="012",="TP-131 ﾊﾝﾖｳ","    500",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="TP131",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   0.500",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="90301-15027",="",="","RING, O",="1Z",="第１工場",="手配",="Ｐ",="4241",="ＮＯＫ（株）",="01",="",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","02"," 3.65","  1.39"," 2.0","  0.89","  0.89","1.10","0.50",="047",="ＮＯＫ（株）",="153",="F-T-1-2",="10016",="1410",="ﾘﾝｸﾞO",="012",="TP-131 ﾊﾝﾖｳ","   1000",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="TP131",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   0.700",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="90301-32A005",="",="","RING, O",="1Z",="第１工場",="手配",="Ｐ",="4241",="ＮＯＫ（株）",="01",="",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","02"," 3.65","  1.39"," 2.0","  0.89","  0.89","1.10","0.50",="047",="ＮＯＫ（株）",="155",="R-T-2-2",="10029",="1410",="ﾘﾝｸﾞO",="012",="TP-131 ﾊﾝﾖｳ","    500",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="TP131",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   0.600",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="90301-46A009",="",="","RING, O",="1Z",="第１工場",="手配",="Ｐ",="4241",="ＮＯＫ（株）",="01",="",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","02"," 3.65","  1.39"," 2.0","  0.89","  0.89","1.10","0.50",="047",="ＮＯＫ（株）",="156",="R-T-2-3",="10037",="1410",="ﾘﾝｸﾞO",="012",="TP-131 ﾊﾝﾖｳ","    500",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="TP131",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   0.950",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="90301-99A223",="",="","RING, O",="1Z",="第１工場",="手配",="Ｐ",="4241",="ＮＯＫ（株）",="01",="",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","02"," 3.65","  1.39"," 2.0","  0.89","  0.89","1.10","0.50",="047",="ＮＯＫ（株）",="157",="R-T-2-4",="10038",="1410",="ﾘﾝｸﾞO",="012",="TP-131 ﾊﾝﾖｳ","    200",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="TP131",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   0.860",="しない",="",="MASTER01",="2023/05/26",="NE00",="１工工務Ｇ",="41943",="伊藤　真和"
="90301-99A224",="",="","RING, O",="1Z",="第１工場",="手配",="Ｐ",="4241",="ＮＯＫ（株）",="01",="",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","02"," 3.65","  1.39"," 2.0","  0.89","  0.89","1.10","0.50",="047",="ＮＯＫ（株）",="158",="R-T-2-1",="10041",="1410",="ﾘﾝｸﾞO",="012",="TP-131 ﾊﾝﾖｳ","    200",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="TP131",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   0.880",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="90311-32A003",="",="","SEAL, TYPE T OIL",="1Z",="第１工場",="手配",="Ｐ",="4241",="ＮＯＫ（株）",="01",="",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","02"," 3.65","  1.39"," 2.0","  0.89","  0.89","1.10","0.50",="047",="ＮＯＫ（株）",="159",="M-T-8-1",="50077",="9080",="ｼｰﾙﾀｲﾌﾟTｵｲﾙ",="069",="ｻﾝﾎﾞﾂｸｽ","    700",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="その他",=" 430.000",=" 290.000",=" 170.000",="   0.021",="   8.870",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
