,Unnamed: 0.1,計測日時,品番,拠点所番地,在庫数（箱）,入庫数（箱）,出庫数（箱）,Unnamed: 0
20381,20869,2023-12-13 12:00:00,9056457A137    ,10285,,,,
20382,20870,2023-12-13 12:00:00,9056457A138    ,10286,1.0,0.0,0.0,
20383,20871,2023-12-13 12:00:00,9056457A141    ,10289,,,,
20384,20872,2023-12-13 12:00:00,9056463A028    ,10325,1.0,0.0,0.0,
20385,20873,2023-12-13 12:00:00,9056463A029    ,10326,2.0,0.0,0.0,
20386,20874,2023-12-13 12:00:00,9056463A030    ,10327,5.0,0.0,0.0,
20387,20875,2023-12-13 12:00:00,9056463A031    ,10328,7.0,0.0,0.0,
20388,20876,2023-12-13 12:00:00,9056463A032    ,10329,6.0,0.0,0.0,
20389,20877,2023-12-13 12:00:00,9056463A033    ,10330,3.0,0.0,0.0,
20390,20878,2023-12-13 12:00:00,9056463A034    ,10331,3.0,0.0,0.0,
20391,20879,2023-12-13 12:00:00,9056463A035    ,10332,2.0,0.0,0.0,
20392,20880,2023-12-13 12:00:00,9056463A036    ,10333,3.0,0.0,0.0,
20393,20881,2023-12-13 12:00:00,9056463A037    ,10334,1.0,0.0,0.0,
20394,20882,2023-12-13 12:00:00,9093003179     ,20390,1.0,0.0,0.0,
20395,20883,2023-12-13 12:00:00,9094906A012    ,10480,3.0,0.0,1.0,
20396,20884,2023-12-13 12:00:00,9155180610     ,20018,2.0,0.0,0.0,
20397,20885,2023-12-13 12:00:00,9155180614     ,20377,4.0,0.0,0.0,
20398,20886,2023-12-13 12:00:00,9155180640     ,20381,4.0,0.0,1.0,
20399,20887,2023-12-13 12:00:00,9161140614     ,20378,7.0,0.0,0.0,
20400,20888,2023-12-13 12:00:00,9167180618     ,20376,4.0,0.0,1.0,
20401,20889,2023-12-13 12:00:00,9901400007     ,0110 ,2.0,0.0,0.0,
20402,20890,2023-12-13 12:00:00,9901400132     ,0111 ,1.0,0.0,0.0,
20403,20891,2023-12-13 12:00:00,9904900005     ,A0105,1.0,0.0,0.0,
20404,20892,2023-12-13 12:00:00,9915000040     ,0119 ,1.0,0.0,0.0,
20405,20893,2023-12-13 12:00:00,9915000049     ,C0216,1.0,0.0,0.0,
20406,20894,2023-12-13 12:00:00,9915000053     ,C0118,2.0,0.0,0.0,
20407,20895,2023-12-13 12:00:00,9923700029     ,C0205,1.0,0.0,0.0,
20408,20896,2023-12-13 12:00:00,G11040LC010****,99002,,,,
20409,20897,2023-12-13 12:00:00,G11170LC010    ,10034,13.0,0.0,0.0,
20410,20898,2023-12-13 12:00:00,G11340LC010    ,30031,19.0,0.0,2.0,
20411,20899,2023-12-13 12:00:00,G11370LC010    ,60032,22.0,0.0,2.0,
20412,20900,2023-12-13 12:00:00,G114434010     ,20019,96.0,0.0,4.0,
20413,20901,2023-12-13 12:00:00,G114434020     ,20514,28.0,0.0,7.0,
20414,20902,2023-12-13 12:00:00,G1144ECB010    ,20452,23.0,0.0,4.0,
20415,20903,2023-12-13 12:00:00,G1144ECE010    ,20488,37.0,0.0,3.0,
20416,20904,2023-12-13 12:00:00,G115A34010     ,20021,30.0,0.0,3.0,
20417,20905,2023-12-13 12:00:00,G1163ECB010    ,20365,3.0,0.0,1.0,
20418,20906,2023-12-13 12:00:00,G1163ECE010    ,20372,17.0,0.0,1.0,
20419,20907,2023-12-13 12:00:00,G117234010     ,30035,9.0,0.0,0.0,
20420,20908,2023-12-13 12:00:00,G117334010     ,30008,35.0,0.0,1.0,
20421,20909,2023-12-13 12:00:00,G117334020     ,30516,10.0,0.0,1.0,
20422,20910,2023-12-13 12:00:00,G117362010     ,30468,36.0,0.0,4.0,
20423,20911,2023-12-13 12:00:00,G1174ECB010    ,50453,5.0,0.0,0.0,
20424,20912,2023-12-13 12:00:00,G1174ECE010    ,50454,12.0,0.0,1.0,
20425,20913,2023-12-13 12:00:00,G118034010     ,97001,24.0,0.0,2.0,
20426,20914,2023-12-13 12:00:00,G1250ECB010    ,30142,4.0,0.0,0.0,
20427,20915,2023-12-13 12:00:00,G1250ECC010    ,30144,4.0,0.0,0.0,
20428,20916,2023-12-13 12:00:00,G1250ECE010    ,30143,11.0,0.0,0.0,
20429,20917,2023-12-13 12:00:00,G9201ECB030    ,50495,32.0,0.0,3.0,
20430,20918,2023-12-13 12:00:00,G9201ECE010    ,50446,66.0,0.0,3.0,
20431,20919,2023-12-13 12:00:00,G9351ECB010    ,20409,19.0,0.0,7.0,
20432,20920,2023-12-13 12:00:00,G9351ECE010    ,20406,1.0,0.0,1.0,
20433,20921,2023-12-13 12:00:00,Y021720076*****,30121,,,,
20434,20922,2023-12-13 12:00:00,Y021782011*****,30496,,,,
20435,20923,2023-12-13 13:00:00,019120LC030    ,30113,11.0,0.0,0.0,
20436,20924,2023-12-13 13:00:00,019120LC050    ,20115,4.0,0.0,0.0,
20437,20925,2023-12-13 13:00:00,019120LC060    ,30116,10.0,0.0,0.0,
20438,20926,2023-12-13 13:00:00,019120LC070    ,20117,12.0,0.0,1.0,
20439,20927,2023-12-13 13:00:00,019128GA010    ,50460,20.0,0.0,0.0,
20440,20928,2023-12-13 13:00:00,01912ECB010    ,30464,4.0,0.0,0.0,
20441,20929,2023-12-13 13:00:00,01912ECB040    ,50491,16.0,0.0,1.0,
20442,20930,2023-12-13 13:00:00,01912ECB060    ,20459,,,,
20443,20931,2023-12-13 13:00:00,01912TFA050    ,10118,9.0,0.0,0.0,
20444,20932,2023-12-13 13:00:00,0355045013U    ,10111,3.0,0.0,0.0,
20445,20933,2023-12-13 13:00:00,0355113017A    ,10001,1.0,0.0,0.0,
20446,20934,2023-12-13 13:00:00,0355141009R    ,10014,,,,
20447,20935,2023-12-13 13:00:00,0355183043P    ,20106,3.0,0.0,0.0,
20448,20936,2023-12-13 13:00:00,0355237001E    ,C0312,1.0,0.0,0.0,
20449,20937,2023-12-13 13:00:00,1040043104R    ,10127,1.0,0.0,1.0,
20450,20939,2023-12-13 13:00:00,1040052001Z    ,10017,2.0,0.0,0.0,
20451,20941,2023-12-13 13:00:00,1040052103H    ,20112,3.0,0.0,0.0,
20452,20942,2023-12-13 13:00:00,1040183004C    ,20086,2.0,0.0,0.0,
20453,20943,2023-12-13 13:00:00,1040183011P    ,20369,,,,
20454,20945,2023-12-13 13:00:00,1040183017V    ,20088,2.0,0.0,0.0,
20455,20946,2023-12-13 13:00:00,2030044001J    ,10412,1.0,0.0,0.0,
20456,20947,2023-12-13 13:00:00,2030045013L    ,20442,2.0,0.0,0.0,
20457,20948,2023-12-13 13:00:00,2030052002N    ,20363,3.0,0.0,0.0,
20458,20949,2023-12-13 13:00:00,2030113004A    ,10099,4.0,0.0,0.0,
20459,20950,2023-12-13 13:00:00,2030183013A    ,10087,2.0,0.0,0.0,
20460,20951,2023-12-13 13:00:00,3040040039Y    ,10098,2.0,0.0,0.0,
20461,20952,2023-12-13 13:00:00,3040052001B    ,20379,2.0,0.0,0.0,
20462,20954,2023-12-13 13:00:00,3040141002R    ,10507,1.0,0.0,0.0,
20463,20955,2023-12-13 13:00:00,321110LC010    ,40081,74.0,0.0,1.0,
20464,20956,2023-12-13 13:00:00,321118LA010    ,40509,13.0,0.0,0.0,
20465,20957,2023-12-13 13:00:00,333560LC020    ,30043,7.0,0.0,0.0,
20466,20958,2023-12-13 13:00:00,33490ECB010    ,30439,39.0,0.0,3.0,
20467,20959,2023-12-13 13:00:00,33490ECE010    ,30440,82.0,0.0,3.0,
20468,20960,2023-12-13 13:00:00,34989ECB010    ,10394,2.0,0.0,0.0,
20469,20961,2023-12-13 13:00:00,34989ECB020    ,10397,5.0,0.0,0.0,
20470,20962,2023-12-13 13:00:00,34989ECB030    ,10398,3.0,0.0,0.0,
20471,20963,2023-12-13 13:00:00,34989ECC010    ,10399,2.0,0.0,0.0,
20472,20964,2023-12-13 13:00:00,34989ECE010    ,10395,3.0,0.0,0.0,
20473,20965,2023-12-13 13:00:00,34989ECE020    ,10396,1.0,0.0,0.0,
20474,20966,2023-12-13 13:00:00,34989ECE030    ,10505,3.0,0.0,0.0,
20475,20967,2023-12-13 13:00:00,34989ECE040    ,10521,,,,
20476,20968,2023-12-13 13:00:00,350610LC010    ,40030,150.0,0.0,8.0,
20477,20969,2023-12-13 13:00:00,350710LC010    ,30069,87.0,0.0,0.0,
20478,20970,2023-12-13 13:00:00,35080ECB010    ,30476,1.0,0.0,4.0,
20479,20971,2023-12-13 13:00:00,35080ECE010    ,30472,,,,
20480,20972,2023-12-13 13:00:00,35080ECE020    ,30473,,,,
20481,20973,2023-12-13 13:00:00,351060LC040    ,50107,24.0,0.0,1.0,
20482,20974,2023-12-13 13:00:00,351190LC010    ,50079,25.0,0.0,1.0,
20483,20975,2023-12-13 13:00:00,35141ECB010    ,98004,10.0,0.0,0.0,
20484,20976,2023-12-13 13:00:00,35141ECE010    ,98006,21.0,0.0,1.0,
20485,20977,2023-12-13 13:00:00,35145ECB010    ,10447,3.0,0.0,1.0,
20486,20978,2023-12-13 13:00:00,35145ECE010    ,10449,4.0,0.0,0.0,
20487,20979,2023-12-13 13:00:00,35145ECE020    ,10494,4.0,0.0,0.0,
20488,20980,2023-12-13 13:00:00,35165ECE010    ,10492,4.0,0.0,0.0,
20489,20981,2023-12-13 13:00:00,351680LC030    ,50108,20.0,0.0,0.0,
20490,20982,2023-12-13 13:00:00,351710LC010    ,30072,48.0,0.0,0.0,
20491,20983,2023-12-13 13:00:00,351720LC010    ,10080,7.0,0.0,0.0,
20492,20984,2023-12-13 13:00:00,35174ECB010    ,30391,6.0,0.0,0.0,
20493,20985,2023-12-13 13:00:00,35174ECE010    ,30392,12.0,0.0,0.0,
20494,20986,2023-12-13 13:00:00,35174ECE020    ,20393,7.0,0.0,1.0,
20495,20987,2023-12-13 13:00:00,3519510A010    ,10479,3.0,0.0,0.0,
20496,20988,2023-12-13 13:00:00,35195ECE010    ,10450,4.0,0.0,0.0,
20497,20989,2023-12-13 13:00:00,35195TFG010    ,10448,3.0,0.0,0.0,
20498,20990,2023-12-13 13:00:00,351980LC020    ,20010,8.0,0.0,0.0,
20499,20991,2023-12-13 13:00:00,351980LC030    ,20011,17.0,0.0,0.0,
20500,20992,2023-12-13 13:00:00,351980LC040    ,20012,8.0,0.0,0.0,
20501,20993,2023-12-13 13:00:00,351988LA010    ,20508,11.0,0.0,0.0,
20502,20994,2023-12-13 13:00:00,351988LA020    ,10511,2.0,0.0,0.0,
20503,20995,2023-12-13 13:00:00,351988LA030    ,20512,3.0,0.0,0.0,
20504,20996,2023-12-13 13:00:00,351988LA040    ,10513,3.0,0.0,0.0,
20505,20997,2023-12-13 13:00:00,35198ECE010    ,20434,4.0,0.0,0.0,
20506,20998,2023-12-13 13:00:00,352400LC020    ,40105,7.0,0.0,1.0,
20507,20999,2023-12-13 13:00:00,352450LC010    ,10097,5.0,0.0,0.0,
20508,21000,2023-12-13 13:00:00,35246TFG010    ,10093,2.0,0.0,0.0,
20509,21001,2023-12-13 13:00:00,35275TBG010    ,10101,6.0,0.0,0.0,
20510,21002,2023-12-13 13:00:00,352800LA010    ,40091,15.0,0.0,1.0,
20511,21003,2023-12-13 13:00:00,35300ECB010    ,40428,83.0,0.0,1.0,
20512,21004,2023-12-13 13:00:00,35312ECB010    ,20359,4.0,0.0,1.0,
20513,21005,2023-12-13 13:00:00,35352ECB010    ,20444,2.0,0.0,0.0,
20514,21006,2023-12-13 13:00:00,3539450A010    ,20109,3.0,0.0,0.0,
20515,21008,2023-12-13 13:00:00,35409ECB010    ,10437,3.0,0.0,0.0,
20516,21009,2023-12-13 13:00:00,354110LC030    ,30096,64.0,0.0,6.0,
20517,21010,2023-12-13 13:00:00,35419TRA010    ,10089,6.0,0.0,0.0,
20518,21011,2023-12-13 13:00:00,354210LC040    ,10094,7.0,0.0,0.0,
20519,21012,2023-12-13 13:00:00,354260LC010    ,30036,47.0,0.0,1.0,
20520,21013,2023-12-13 13:00:00,354320LC040    ,10104,8.0,0.0,0.0,
20521,21014,2023-12-13 13:00:00,35441ECB010    ,20141,14.0,0.0,1.0,
20522,21015,2023-12-13 13:00:00,35441TFA010    ,20140,4.0,0.0,0.0,
20523,21016,2023-12-13 13:00:00,354710LC010    ,30103,12.0,0.0,1.0,
20524,21017,2023-12-13 13:00:00,354820LC010    ,10085,6.0,0.0,0.0,
20525,21018,2023-12-13 13:00:00,3548255A010    ,10433,1.0,0.0,0.0,
20526,21019,2023-12-13 13:00:00,35482TFA010    ,10429,2.0,0.0,0.0,
20527,21020,2023-12-13 13:00:00,35501ECB010    ,20469,4.0,0.0,0.0,
20528,21021,2023-12-13 13:00:00,35505ECB010    ,10478,13.0,0.0,0.0,
20529,21022,2023-12-13 13:00:00,35556ECB010    ,10126,2.0,0.0,0.0,
20530,21023,2023-12-13 13:00:00,35557ECB010    ,10456,6.0,0.0,0.0,
20531,21024,2023-12-13 13:00:00,35580ECB011    ,50501,76.0,0.0,2.0,
20532,21025,2023-12-13 13:00:00,35595ECB010    ,20432,4.0,0.0,0.0,
20533,21026,2023-12-13 13:00:00,3559850A010    ,10421,1.0,0.0,0.0,
20534,21027,2023-12-13 13:00:00,356030LC020    ,30039,7.0,0.0,0.0,
20535,21028,2023-12-13 13:00:00,356170LC060    ,10025,5.0,0.0,0.0,
20536,21029,2023-12-13 13:00:00,356340LC020    ,30044,11.0,0.0,0.0,
20537,21030,2023-12-13 13:00:00,356340LC030    ,30045,4.0,0.0,0.0,
20538,21031,2023-12-13 13:00:00,356680LC020    ,30040,16.0,0.0,0.0,
20539,21032,2023-12-13 13:00:00,356790LC030    ,20050,1.0,0.0,0.0,
20540,21033,2023-12-13 13:00:00,356790LC040    ,20051,17.0,0.0,0.0,
20541,21034,2023-12-13 13:00:00,356790LC050    ,20052,37.0,0.0,0.0,
20542,21035,2023-12-13 13:00:00,356790LC060    ,20053,30.0,0.0,0.0,
20543,21036,2023-12-13 13:00:00,356790LC070    ,20054,,,,
20544,21037,2023-12-13 13:00:00,357710LC031    ,30026,113.0,0.0,4.0,
20545,21038,2023-12-13 13:00:00,35771ECB010    ,40426,14.0,0.0,1.0,
20546,21039,2023-12-13 13:00:00,35771ECE010    ,40427,37.0,0.0,3.0,
20547,21040,2023-12-13 13:00:00,35782ECB010    ,20475,1.0,0.0,4.0,
20548,21041,2023-12-13 13:00:00,35782ECE020    ,20471,,,,
20549,21042,2023-12-13 13:00:00,35782ECE030    ,20504,,,,
20550,21043,2023-12-13 13:00:00,357890LC160    ,40022,4.0,0.0,0.0,
20551,21044,2023-12-13 13:00:00,357890LC170    ,10067,3.0,0.0,0.0,
20552,21045,2023-12-13 13:00:00,357890LC180    ,10070,3.0,0.0,0.0,
20553,21046,2023-12-13 13:00:00,35847ECB010    ,30354,6.0,0.0,0.0,
20554,21047,2023-12-13 13:00:00,35847ECB020    ,30355,6.0,0.0,0.0,
20555,21048,2023-12-13 13:00:00,35847ECE010    ,30357,19.0,0.0,0.0,
20556,21049,2023-12-13 13:00:00,35847ECE020    ,30358,13.0,0.0,1.0,
20557,21050,2023-12-13 13:00:00,35882ECB010    ,30356,7.0,0.0,0.0,
20558,21051,2023-12-13 13:00:00,358830LC030    ,30046,11.0,0.0,0.0,
20559,21052,2023-12-13 13:00:00,358830LC040    ,30047,6.0,0.0,0.0,
20560,21053,2023-12-13 13:00:00,36108ECB010    ,30122,3.0,0.0,0.0,
20561,21054,2023-12-13 13:00:00,391710LC010    ,70074,23.0,6.0,4.0,
20562,21055,2023-12-13 13:00:00,391718LA010    ,70517,,,,
20563,21056,2023-12-13 13:00:00,39171ECB010    ,98003,10.0,0.0,1.0,
20564,21057,2023-12-13 13:00:00,39171ECE010    ,98005,20.0,0.0,1.0,
20565,21058,2023-12-13 13:00:00,41221ECB010    ,30477,,,,
20566,21059,2023-12-13 13:00:00,41221ECE010    ,30474,,,,
20567,21060,2023-12-13 13:00:00,41310ECB010    ,60123,,,,
20568,21061,2023-12-13 13:00:00,41310ECE010    ,60124,13.0,0.0,4.0,
20569,21062,2023-12-13 13:00:00,5040043004E    ,10092,2.0,0.0,0.0,
20570,21063,2023-12-13 13:00:00,5040056001E    ,10430,3.0,0.0,0.0,
20571,21064,2023-12-13 13:00:00,821250LC030    ,50006,28.0,0.0,0.0,
20572,21065,2023-12-13 13:00:00,821258LA050    ,60515,10.0,0.0,0.0,
20573,21066,2023-12-13 13:00:00,82125ECB010    ,30487,2.0,0.0,0.0,
20574,21067,2023-12-13 13:00:00,82125ECB020    ,50408,16.0,0.0,0.0,
20575,21068,2023-12-13 13:00:00,82125ECC020    ,50411,15.0,0.0,2.0,
20576,21069,2023-12-13 13:00:00,82125ECE010    ,30489,4.0,0.0,0.0,
20577,21070,2023-12-13 13:00:00,82125ECE020    ,30404,11.0,0.0,1.0,
20578,21071,2023-12-13 13:00:00,82125ECE030    ,30405,30.0,0.0,1.0,
20579,21072,2023-12-13 13:00:00,82125ECE040    ,30510,4.0,0.0,0.0,
20580,21073,2023-12-13 13:00:00,828210LC020    ,30119,8.0,0.0,1.0,
20581,21074,2023-12-13 13:00:00,82821CWA030    ,30462,5.0,0.0,0.0,
20582,21075,2023-12-13 13:00:00,82821ECB010    ,30463,3.0,0.0,0.0,
20583,21076,2023-12-13 13:00:00,82821ECB020    ,10458,7.0,0.0,1.0,
20584,21077,2023-12-13 13:00:00,82821ECB040    ,50465,2.0,0.0,0.0,
20585,21078,2023-12-13 13:00:00,82821ECB050    ,30466,8.0,0.0,0.0,
20586,21079,2023-12-13 13:00:00,82821ECE010    ,30467,20.0,0.0,0.0,
20587,21080,2023-12-13 13:00:00,82821HMA020    ,6-16 ,1.0,0.0,0.0,
20588,21081,2023-12-13 13:00:00,82821XAE010    ,10461,12.0,0.0,0.0,
20589,21082,2023-12-13 13:00:00,82821XAE020    ,30457,2.0,0.0,0.0,
20590,21083,2023-12-13 13:00:00,82824ECB010    ,20486,2.0,0.0,0.0,
20591,21084,2023-12-13 13:00:00,82824ECB020    ,20490,4.0,0.0,0.0,
20592,21085,2023-12-13 13:00:00,82824ECE010    ,30455,7.0,0.0,0.0,
20593,21086,2023-12-13 13:00:00,9010506A003    ,20366,1.0,0.0,0.0,
20594,21087,2023-12-13 13:00:00,9010506A089    ,20387,4.0,0.0,0.0,
20595,21088,2023-12-13 13:00:00,9010508A014    ,20073,18.0,0.0,2.0,
20596,21090,2023-12-13 13:00:00,9010508A042    ,20368,1.0,0.0,0.0,
20597,21091,2023-12-13 13:00:00,9010512A017    ,20082,8.0,0.0,0.0,
20598,21092,2023-12-13 13:00:00,9010512A018    ,20389,29.0,0.0,0.0,
20599,21093,2023-12-13 13:00:00,9011006031     ,20020,3.0,0.0,0.0,
20600,21094,2023-12-13 13:00:00,9011606048     ,20361,2.0,0.0,0.0,
20601,21095,2023-12-13 13:00:00,9011906908     ,20388,3.0,0.0,0.0,
20602,21096,2023-12-13 13:00:00,9011906A059    ,20110,4.0,0.0,0.0,
20603,21097,2023-12-13 13:00:00,9011906A062    ,20007,4.0,0.0,1.0,
20604,21098,2023-12-13 13:00:00,9011906A063    ,20078,3.0,0.0,0.0,
20605,21099,2023-12-13 13:00:00,9011906A065    ,20375,2.0,0.0,0.0,
20606,21100,2023-12-13 13:00:00,9011908A038    ,20076,12.0,0.0,1.0,
20607,21101,2023-12-13 13:00:00,9014860027     ,20367,3.0,0.0,0.0,
20608,21102,2023-12-13 13:00:00,9014906A004    ,20013,5.0,0.0,0.0,
20609,21103,2023-12-13 13:00:00,9014908A008    ,20382,1.0,0.0,0.0,
20610,21104,2023-12-13 13:00:00,9015905A007    ,20385,4.0,0.0,0.0,
20611,21105,2023-12-13 13:00:00,9015906A021    ,20383,5.0,0.0,0.0,
20612,21106,2023-12-13 13:00:00,9015906A022    ,20386,2.0,0.0,0.0,
20613,21107,2023-12-13 13:00:00,9015906A023    ,20384,3.0,0.0,0.0,
20614,21108,2023-12-13 13:00:00,9020150A002    ,10146,5.0,0.0,0.0,
20615,21109,2023-12-13 13:00:00,9020156A001    ,10145,3.0,0.0,0.0,
20616,21110,2023-12-13 13:00:00,9020156A002    ,10252,3.0,0.0,0.0,
20617,21111,2023-12-13 13:00:00,9025006027     ,10003,3.0,0.0,0.0,
20618,21113,2023-12-13 13:00:00,9025006A007    ,10125,2.0,0.0,1.0,
20619,21114,2023-12-13 13:00:00,9025010017     ,10002,5.0,0.0,0.0,
20620,21115,2023-12-13 13:00:00,9030106A018    ,10416,5.0,0.0,0.0,
20621,21116,2023-12-13 13:00:00,9030111A013    ,10084,5.0,0.0,0.0,
20622,21117,2023-12-13 13:00:00,9030111A014    ,10417,2.0,0.0,0.0,
20623,21118,2023-12-13 13:00:00,9030115027     ,10016,3.0,0.0,0.0,
20624,21119,2023-12-13 13:00:00,9030115A011    ,10414,2.0,0.0,0.0,
20625,21120,2023-12-13 13:00:00,9030117A010    ,10418,3.0,0.0,0.0,
20626,21121,2023-12-13 13:00:00,9030119A010    ,10415,1.0,0.0,0.0,
20627,21122,2023-12-13 13:00:00,9030119A011    ,10413,2.0,0.0,0.0,
20628,21123,2023-12-13 13:00:00,9030132A005    ,10029,4.0,0.0,0.0,
20629,21124,2023-12-13 13:00:00,9030146A009    ,10037,3.0,0.0,0.0,
20630,21125,2023-12-13 13:00:00,9030199A223    ,10038,3.0,0.0,0.0,
20631,21126,2023-12-13 13:00:00,9030199A224    ,10041,3.0,0.0,0.0,
20632,21127,2023-12-13 13:00:00,9031132A003    ,50077,3.0,0.0,0.0,
20633,21128,2023-12-13 13:00:00,9031150A014    ,50419,1.0,0.0,0.0,
20634,21129,2023-12-13 13:00:00,9031150A015    ,50420,1.0,0.0,0.0,
20635,21130,2023-12-13 13:00:00,9031164A006    ,50024,7.0,0.0,0.0,
20636,21131,2023-12-13 13:00:00,9033106A003    ,10435,1.0,0.0,0.0,
20637,21132,2023-12-13 13:00:00,9033114006     ,20438,1.0,0.0,0.0,
20638,21133,2023-12-13 13:00:00,9033904A002    ,10436,3.0,0.0,0.0,
20639,21134,2023-12-13 13:00:00,9033904A003    ,10431,2.0,0.0,0.0,
20640,21135,2023-12-13 13:00:00,9034108A006    ,20362,1.0,0.0,0.0,
20641,21136,2023-12-13 13:00:00,9034108A010    ,20370,1.0,0.0,0.0,
20642,21137,2023-12-13 13:00:00,9034114A004    ,20371,1.0,0.0,0.0,
20643,21138,2023-12-13 13:00:00,9034118060     ,20451,5.0,0.0,0.0,
20644,21139,2023-12-13 13:00:00,9034118090     ,20364,5.0,0.0,0.0,
20645,21140,2023-12-13 13:00:00,9034118A024    ,10374,8.0,0.0,0.0,
20646,21141,2023-12-13 13:00:00,9036006004     ,40027,2.0,0.0,0.0,
20647,21142,2023-12-13 13:00:00,9036324A003    ,40481,4.0,0.0,0.0,
20648,21143,2023-12-13 13:00:00,9036324A004    ,40484,13.0,0.0,1.0,
20649,21144,2023-12-13 13:00:00,9036324A005    ,40482,13.0,0.0,1.0,
20650,21145,2023-12-13 13:00:00,9036340A010    ,40503,10.0,0.0,0.0,
20651,21146,2023-12-13 13:00:00,9036345A004    ,40443,9.0,0.0,0.0,
20652,21147,2023-12-13 13:00:00,9036366A001    ,40004,19.0,0.0,0.0,
20653,21148,2023-12-13 13:00:00,9036414A016    ,40028,4.0,0.0,0.0,
20654,21149,2023-12-13 13:00:00,9036435A004    ,10005,6.0,0.0,0.0,
20655,21150,2023-12-13 13:00:00,9036443A006    ,10075,8.0,0.0,0.0,
20656,21151,2023-12-13 13:00:00,9036628A005    ,40128,1.0,0.0,1.0,
20657,21152,2023-12-13 13:00:00,9036628A006    ,40130,1.0,0.0,0.0,
20658,21153,2023-12-13 13:00:00,9036628A007    ,40134,5.0,0.0,0.0,
20659,21154,2023-12-13 13:00:00,9036628A008    ,40132,3.0,0.0,1.0,
20660,21155,2023-12-13 13:00:00,9036630A017    ,40136,4.0,0.0,1.0,
20661,21156,2023-12-13 13:00:00,9036630A018    ,40497,4.0,0.0,1.0,
20662,21157,2023-12-13 13:00:00,9036652A003    ,40135,5.0,0.0,0.0,
20663,21158,2023-12-13 13:00:00,9036652A004    ,40133,5.0,0.0,0.0,
20664,21159,2023-12-13 13:00:00,9036658A001    ,40129,1.0,0.0,0.0,
20665,21160,2023-12-13 13:00:00,9036658A002    ,40131,2.0,0.0,0.0,
20666,21161,2023-12-13 13:00:00,9036659A009    ,40139,8.0,0.0,0.0,
20667,21162,2023-12-13 13:00:00,9036659A010    ,40137,8.0,0.0,0.0,
20668,21163,2023-12-13 13:00:00,9037414A001    ,40068,1.0,0.0,0.0,
20669,21164,2023-12-13 13:00:00,9037439A017    ,40023,3.0,0.0,0.0,
20670,21165,2023-12-13 13:00:00,9037460A001    ,10071,6.0,0.0,0.0,
20671,21166,2023-12-13 13:00:00,9046108A016    ,M0922,3.0,0.0,0.0,
20672,21167,2023-12-13 13:00:00,9050106A019    ,10090,6.0,0.0,0.0,
20673,21168,2023-12-13 13:00:00,9050119A022    ,20095,8.0,0.0,0.0,
20674,21169,2023-12-13 13:00:00,9050407A007    ,10100,5.0,0.0,0.0,
20675,21170,2023-12-13 13:00:00,9050411A003    ,10102,4.0,0.0,0.0,
20676,21171,2023-12-13 13:00:00,9050827A011    ,20400,2.0,0.0,0.0,
20677,21172,2023-12-13 13:00:00,9052032A001    ,20066,4.0,0.0,0.0,
20678,21173,2023-12-13 13:00:00,9052042A002    ,20042,3.0,0.0,0.0,
20679,21174,2023-12-13 13:00:00,9052199A309    ,20065,11.0,0.0,0.0,
20680,21175,2023-12-13 13:00:00,9052409A003    ,20401,2.0,0.0,0.0,
20681,21176,2023-12-13 13:00:00,9056042A001    ,20083,11.0,0.0,0.0,
20682,21177,2023-12-13 13:00:00,9056439A002    ,10254,1.0,0.0,0.0,
20683,21178,2023-12-13 13:00:00,9056439A004    ,10256,2.0,0.0,0.0,
20684,21179,2023-12-13 13:00:00,9056439A005    ,10257,13.0,0.0,0.0,
20685,21180,2023-12-13 13:00:00,9056439A006    ,10258,5.0,0.0,0.0,
20686,21181,2023-12-13 13:00:00,9056450A001    ,10147,3.0,0.0,0.0,
20687,21183,2023-12-13 13:00:00,9056450A002    ,10148,7.0,0.0,0.0,
20688,21184,2023-12-13 13:00:00,9056450A003    ,10149,13.0,0.0,0.0,
20689,21185,2023-12-13 13:00:00,9056451A081    ,10171,1.0,0.0,0.0,
20690,21186,2023-12-13 13:00:00,9056451A082    ,10172,5.0,0.0,0.0,
20691,21187,2023-12-13 13:00:00,9056451A083    ,10173,9.0,0.0,0.0,
20692,21188,2023-12-13 13:00:00,9056451A084    ,10174,8.0,0.0,0.0,
20693,21189,2023-12-13 13:00:00,9056451A085    ,10175,11.0,0.0,0.0,
20694,21190,2023-12-13 13:00:00,9056451A086    ,10176,11.0,0.0,0.0,
20695,21191,2023-12-13 13:00:00,9056451A087    ,10177,6.0,0.0,0.0,
20696,21192,2023-12-13 13:00:00,9056451A088    ,10178,2.0,0.0,0.0,
20697,21193,2023-12-13 13:00:00,9056451A089    ,10179,1.0,0.0,0.0,
20698,21194,2023-12-13 13:00:00,9056455A037    ,10222,1.0,0.0,0.0,
20699,21195,2023-12-13 13:00:00,9056455A038    ,10223,3.0,0.0,0.0,
20700,21196,2023-12-13 13:00:00,9056455A039    ,10224,7.0,0.0,0.0,
20701,21197,2023-12-13 13:00:00,9056455A040    ,10225,10.0,0.0,0.0,
20702,21198,2023-12-13 13:00:00,9056455A041    ,10226,11.0,0.0,0.0,
20703,21199,2023-12-13 13:00:00,9056455A042    ,10227,10.0,0.0,0.0,
20704,21200,2023-12-13 13:00:00,9056455A043    ,10228,9.0,0.0,0.0,
20705,21201,2023-12-13 13:00:00,9056455A044    ,10229,5.0,0.0,0.0,
